genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75
jazz,8051.810073956139,3865.0261948531643,-13037.863665436824,7385.831058725544,4196.971367393381,-11964.197274908573,175.17210203963333,42.26116858911594,-7019.192913768354,-326.3168230701756,-4119.362382606579,1522.79646578178,4466803.0,2311704.0,1641038.0,1381711.0,1291770.0,1440942.0,1214195.0,830763.0,697701.0,430676.0,265989.0,161252.0,44979.0,18031.0,12655.0,8901.0,9199.0,8990.0,8952.0,9392.0,9082.0,9234.0,9094.0,3891.0,2259.0,5341.0,6455.0,5619.0,6462.0,6450.0,3514.0,2783.0,14.933899362109019,14.399610163655634,14.081460054319116,13.877777341594134,13.807554307608003,13.94593421043457,13.766558878328553,13.422943436670806,13.261353400565138,12.786003744207937,12.292197740265529,11.796175055933876,10.29972301148944,9.626835919432832,9.27214381970937,8.92734154108193,8.957405825073584,8.930343250689157,8.934168046988212,8.979335186113687,8.95761869550837,8.964002687540184,8.95186573540128,7.874851935891733,7.537693076265143,8.407666215553396,8.598793538855855,8.46245118864834,8.601069021185221,8.600015154037282,7.982938891070711,7.756914406622439
jazz,8267.306727309739,3267.302957009401,-15780.549604160045,8207.421814427275,3771.050947808433,-11974.902644688662,-569.3069191714787,59.530738824283176,-7142.164567761074,477.9807853207478,-5476.825724832846,1292.0807865354084,4147742.0,2381872.0,1547284.0,1287511.0,1490149.0,1705891.0,1398810.0,979578.0,784485.0,505395.0,299470.0,181970.0,64235.0,22152.0,17821.0,10660.0,9956.0,9771.0,9490.0,9852.0,9361.0,9548.0,9814.0,3464.0,2316.0,4605.0,4933.0,5537.0,5753.0,4953.0,2188.0,1713.0,14.84430457568268,14.332983024472762,13.907973408091731,13.81226619982719,13.869148148627689,14.092532680839856,13.895195319843756,13.566446494116233,13.36740106243164,12.909077503146106,12.364934582171841,11.826901828172051,10.707738624336306,9.826852369254272,9.618524199366679,9.10366045528169,9.043577198000618,9.02347549685969,8.988314892643682,9.030934969851417,8.966840764368996,9.00047147833968,9.020824271865134,7.610459408101027,7.528916697935558,8.256257980048654,8.337376362379707,8.451580230490904,8.482686874255768,8.337076125638877,7.434559083260369,7.226003204329088
jazz,8693.248148916942,1757.7889410026946,-19811.777497484658,8935.089860397307,2159.413728329215,-10346.707362374284,1780.4406648585427,-218.6569311680367,-4965.5199587043135,2842.008986491825,-5453.546354264915,2968.5592912778816,3694323.0,3406969.0,2288609.0,1924720.0,1951545.0,2015615.0,1835827.0,1334345.0,1254752.0,772100.0,423007.0,242666.0,57851.0,25523.0,20133.0,11702.0,12302.0,11279.0,11458.0,11259.0,11204.0,11140.0,11020.0,3270.0,1262.0,3248.0,3987.0,4653.0,4967.0,5005.0,3427.0,1102.0,14.750620830413297,14.692341668100925,14.318071052071472,14.167202210777141,14.178610904959562,14.226431951724566,14.188618379488757,13.8236661996391,13.779069582274392,13.232735185941763,12.641969833071146,12.180109773169342,10.664607289317486,9.971594483674302,9.729747331003601,9.194130622690087,9.245660220640087,9.157551613884912,9.179124296198335,9.161556526588349,9.153994169025331,9.160165618734068,9.133046820039352,7.2384757374487165,6.834779097966741,7.863211897462104,8.108535457003379,8.277668208867077,8.32844849720631,8.351339785147646,8.02772254800853,6.803736743631484
classical,4896.037079022149,10564.575855944246,8376.559128084189,-3057.294625726557,-7822.699757952319,-9470.045532395136,-8740.545356007447,-7299.430589689634,-6823.152120611276,-4034.9369452850565,-1792.4779104761017,2453.1934825511653,566246.0,96313.0,14025.0,4453.0,2243.0,1884.0,1432.0,1168.0,1047.0,984.0,952.0,912.0,843.0,791.0,765.0,735.0,710.0,676.0,653.0,617.0,612.0,605.0,578.0,568.0,540.0,516.0,512.0,507.0,477.0,196.0,189.0,188.0,12.076817212365754,10.399719698812799,8.79800942586515,8.011744451087074,7.498091345592847,7.3064955684893915,7.062727041503081,6.884427504203656,6.778392477396192,6.7252689599142785,6.688323301894413,6.6399322176901014,6.567734052243139,6.498759910821383,6.466459146169282,6.427945616055549,6.3879741769384895,6.340472840012495,6.309906861181721,6.254884967380996,6.244835197285431,6.227473217916872,6.188553934028708,6.171743231329231,6.125894221326636,6.071783304391046,6.073289306576,6.065672094844185,6.001980145069309,5.117390283597108,5.081704142601247,5.072553918182589
jazz,8809.918252264257,4777.920965653328,-21095.08769927268,4329.792158195285,610.536053788395,-8405.7979737105,1667.223644468872,1770.3926728002161,-6775.179516356439,4233.092419346736,-5302.72236609833,2739.1357538818093,3788956.0,2657036.0,1928265.0,1809833.0,1496665.0,1653649.0,1443275.0,863069.0,672488.0,396144.0,237444.0,122886.0,33588.0,17128.0,14757.0,11530.0,11355.0,11170.0,11129.0,10926.0,10911.0,11062.0,11092.0,3972.0,1580.0,2572.0,3738.0,3948.0,3789.0,5950.0,3452.0,1531.0,14.704192435244973,14.380139164518452,14.128419430713953,14.031591928858424,13.924699367996627,14.055691855124516,13.96471167171349,13.443086315333359,13.197511684736787,12.67238527481966,12.182554334003674,11.459036171251984,10.059417194919506,9.573764444821451,9.417747273663045,9.18462971075193,9.1638854338265,9.152110338400865,9.14713921277372,9.137592634850744,9.135464310139588,9.14981819380129,9.15336859656058,7.762053496908756,7.2556089936999255,7.672358605754416,8.03554783563958,8.086369083511425,8.061021081547787,8.545449196327462,7.912686140633772,7.208056340893301
jazz,8726.881242348887,51.067704169816906,-5398.062320977081,-2730.977735121787,-12478.665782567597,9317.315961917557,-6175.8467888788,-1252.7847855454993,-9031.316778621107,1007.4667138930957,-3561.2600636629445,-500.299499160784,4221055.0,5819311.0,6198256.0,3264936.0,1124096.0,1703476.0,1889628.0,1175284.0,673081.0,552126.0,665632.0,666329.0,527328.0,354829.0,274873.0,223858.0,203511.0,200610.0,201128.0,157127.0,108089.0,81239.0,63467.0,52249.0,35760.0,29449.0,15750.0,9995.0,8190.0,2053.0,1987.0,1987.0,14.775389979872346,15.358243497424946,15.403365062109662,14.731588620766484,13.705197253038273,14.166148706553745,14.2569786424042,13.790516255446844,13.237491466965865,13.051559987572945,13.228086898732945,13.237523437026697,13.008399855430158,12.601633216503803,12.349746345741508,12.152451130368156,12.05627968761557,12.02964551754821,12.043952880363767,11.780694169551158,11.423091967597287,11.129462695831931,10.886432258009023,10.685772700273283,10.303495344500776,10.113974655940225,9.48090456099694,9.023134352479014,8.857133344072997,7.604589694063622,7.591437385182593,7.591645980514196
jazz,8555.594575401648,413.33670373948,-7243.464308516923,-1494.8655381111555,-9602.186919639094,6109.66322208998,-1631.59577011098,3793.849666341289,-3611.6787314953217,101.65264465632204,-1614.3022538525372,3448.3617104621326,5224872.0,8238893.0,4740452.0,2839087.0,1413220.0,818151.0,538403.0,405805.0,320775.0,357547.0,361379.0,376048.0,341933.0,291486.0,272425.0,266022.0,211715.0,182712.0,157872.0,135863.0,111963.0,105275.0,86902.0,87018.0,60705.0,52661.0,33357.0,19864.0,17191.0,1022.0,507.0,513.0,15.052095165348163,15.67377470154871,15.117185984350611,14.635583170627974,13.919038624224559,13.385407098416922,13.003262986938909,12.734644137462272,12.50916731300981,12.604846427407198,12.622590263823804,12.670512647527547,12.575685530409613,12.388427175488738,12.339822658134352,12.334780404220387,12.083768304064332,11.938440383378575,11.796364770621434,11.644011915446518,11.454847495085872,11.382064058365023,11.195816038890198,11.18647637505187,10.825340540740699,10.692547631795199,10.208123710949568,9.736970865543867,9.579441287579757,6.415358654193447,6.089567707043591,6.098524119100128
jazz,9239.177022656771,-818.8095830258219,-10296.455522810189,-3443.978209699015,-13233.088020152261,8057.928540076033,-4909.219659319167,232.80519186775655,-2793.6256161564506,631.811723714437,-5021.660514641396,4389.363704707435,7702888.0,7992718.0,7244888.0,3665604.0,1946992.0,1035936.0,627792.0,484995.0,463061.0,563683.0,572115.0,573448.0,520410.0,472584.0,395495.0,330253.0,286142.0,248150.0,219411.0,188356.0,161923.0,135665.0,111079.0,115812.0,83378.0,75145.0,39732.0,28631.0,25935.0,916.0,304.0,298.0,15.41201648915544,15.662293798564534,15.53257820932922,14.914983432463897,14.276528721308116,13.655285910326779,13.164620960413565,12.906825813963211,12.867442191661821,13.072108635931794,13.081096149919428,13.086265462408898,12.988766394518303,12.890243898996326,12.718679098662706,12.541395700224715,12.391169005163116,12.238460741405927,12.134856341149371,11.966491917270488,11.822820637655177,11.644700712920196,11.455089137446686,11.471321762175288,11.150812629435814,11.065444461908772,10.394837608960977,10.092398240076346,9.986042616138672,6.129033756875355,5.576659674552105,5.573557064316142
jazz,9205.064716284183,-1572.0259335921537,-9696.75691480211,-1750.968819738269,-11948.24412923667,6975.023158664579,-6066.078223609488,1461.3634242633298,-3990.597277445433,1150.3152743793842,-2753.8302713352073,2876.344717689279,8014083.0,8447581.0,5131819.0,3142742.0,1893534.0,1190623.0,1096134.0,1237657.0,909052.0,622490.0,574354.0,527029.0,506141.0,493246.0,425269.0,373019.0,320975.0,277157.0,239399.0,202440.0,165471.0,143684.0,124550.0,131279.0,92967.0,76711.0,44453.0,31632.0,27825.0,1894.0,1305.0,1281.0,15.421101945842397,15.69926444952673,15.22176998125737,14.761323939544667,14.250366378984323,13.824465111896476,13.735507917250287,13.88038066564117,13.534777958380248,13.165015583824792,13.096709238134473,13.004120794833208,12.96554033669273,12.928772784634127,12.786117798704092,12.649492322689815,12.510440879528437,12.34476863137641,12.20997155317045,12.03537802030314,11.84165072122549,11.693040860641695,11.560459250839775,11.603365414570256,11.258996385089642,11.0524035249319,10.51105071795914,10.195422288761403,10.064427869160246,7.3675385661316675,7.163463340168845,7.144582211340173
jazz,9202.8243453754,-1441.1032712593635,-10305.775665254303,-1858.7493130115358,-11619.616317216887,6846.803681202718,-4584.487819244907,-609.9577899358701,-6005.2446228611125,-76.92409199324966,-2658.4199010857587,3655.1523904793576,7448095.0,7236598.0,5674668.0,3076056.0,1541456.0,1018716.0,776930.0,676485.0,599964.0,593385.0,605934.0,560460.0,529091.0,491926.0,436656.0,372453.0,325264.0,282416.0,239740.0,208001.0,175616.0,157702.0,137283.0,143525.0,103500.0,89282.0,52601.0,32561.0,31918.0,2719.0,2187.0,2156.0,15.379812089327013,15.563022784960934,15.335588608996046,14.740612300880215,14.049670003226797,13.643419363654298,13.376244862529951,13.253223877980988,13.12985209578264,13.12032762607178,13.151004192055955,13.058361507986389,13.007562258732221,12.927427174829198,12.814432288020068,12.654673873828587,12.521592004355812,12.352458769916796,12.20695832494055,12.077026716784408,11.896058520157146,11.782356395724877,11.65687866164915,11.693210151343283,11.375716575482837,11.19929166254525,10.671438375578505,10.220522848936309,10.186445551537675,7.803602103075295,7.688935289867919,7.674420919533824
jazz,8535.389436878602,5223.575049319433,-6799.0347688062575,-2587.687216573612,1249.8523055968299,-6559.18649153066,-10575.2253399268,-8969.456325098141,-6653.485354337569,-2571.58328917141,-4299.357634355378,-2457.5453198019864,4815503.0,2405223.0,1343264.0,1500982.0,1020704.0,547591.0,404454.0,215327.0,181761.0,184990.0,117280.0,87205.0,68327.0,55526.0,41025.0,39248.0,36312.0,36171.0,34395.0,30870.0,28194.0,27458.0,26216.0,24135.0,22823.0,22466.0,22008.0,22529.0,21197.0,5741.0,5627.0,5613.0,14.319488576848084,14.071727720317,13.770769844594174,13.900766552827793,13.500556470889114,12.894533619378613,12.661920218297436,12.07382042519708,11.878953942216418,11.787256098203411,11.45715366518573,11.107136237001752,10.92104976123362,10.695885623105802,10.43471044576191,10.401457236741582,10.325773194819378,10.311263100606052,10.278730380777384,10.162975939965378,10.074790960310136,10.051111718967855,10.007699092327638,9.916309545587486,9.871246651607228,9.848953815762046,9.823245910583053,9.849009583991991,9.784303856691956,8.643500566871756,8.63510243845139,8.632598822336648
jazz,7789.142414372133,3895.7658352618796,119.5503936904878,-5586.828176267463,305.70125113964434,-6702.751711082507,-10874.31507137393,-6983.018941168627,-5928.662767992563,-3662.6205235492184,-2795.3137565681955,-1346.900204646334,2105868.0,1111299.0,509304.0,445662.0,293508.0,192159.0,156768.0,66845.0,49475.0,41240.0,38022.0,29771.0,29473.0,26708.0,24753.0,24555.0,24392.0,24365.0,24092.0,23700.0,23601.0,23691.0,23056.0,21517.0,21397.0,21177.0,21616.0,22029.0,21270.0,810.0,259.0,268.0,13.540058641535424,13.023637915479071,12.641346653578939,12.588981545205327,12.2546386933017,11.834152742154053,11.710285016513359,10.890506049600354,10.587049553040702,10.445227390289832,10.368569170395682,10.11990500935928,10.112067747344696,10.017920216870174,9.947399236472139,9.939521983947099,9.93169865464928,9.934001298230642,9.909995562356242,9.903358262824225,9.89948074973252,9.90943663357922,9.87191361505737,9.807507956968998,9.797022866711856,9.788326660982236,9.810955831973795,9.83894037463164,9.802880189870567,5.902876200841762,5.432749228919879,5.480391846622036
jazz,7646.043698743879,1429.4784355915033,-4775.709286732249,-8130.64826533266,-94.12173630545516,-4292.3582484774615,-6147.327691504804,-4918.197299600091,-5631.014411173411,-2313.2062242066663,138.84050420404236,1490.892625389477,2107445.0,1192997.0,781620.0,536392.0,376328.0,250331.0,218501.0,109708.0,66066.0,56763.0,44067.0,33208.0,33023.0,27921.0,26255.0,25633.0,24537.0,24015.0,23864.0,23808.0,22803.0,22964.0,23473.0,21144.0,21371.0,21222.0,21166.0,21668.0,21456.0,1086.0,167.0,163.0,13.736679980806775,13.318129041644402,13.072319494951248,12.815964507242091,12.550243296261932,12.197218194351638,12.055338979876897,11.372159940000463,10.90351557961341,10.756178980055816,10.516787695277676,10.227167295264953,10.21160039623878,10.067342781511336,10.005169153183873,9.975453300022393,9.933365294568492,9.91344567095285,9.906766596565037,9.91443038238132,9.867817719024991,9.871235028493587,9.893997875909257,9.784594978624266,9.80905918989375,9.791267355044004,9.793319193019526,9.808064909024653,9.80406377434642,5.826109798995173,4.958225395514267,4.933844984586794
jazz,7522.1861339578845,312.042786617853,-3377.3496819641787,-4511.259070063348,-32.78969260279288,-230.62305977880064,-3235.6909213799777,-4405.130498451141,-4179.158733011569,-1831.8430545978938,778.7631598699757,1718.5555290970644,2167879.0,921495.0,641329.0,440416.0,314370.0,209052.0,168250.0,106772.0,76694.0,69795.0,62042.0,56768.0,50318.0,46837.0,39857.0,34077.0,30093.0,27923.0,26403.0,24988.0,24787.0,23685.0,23778.0,21655.0,20741.0,21882.0,21183.0,21172.0,21270.0,2325.0,1493.0,1507.0,13.909784986089822,13.058569931853217,12.890828767962729,12.631099567541012,12.364120864835416,12.024741069092263,11.817868643843711,11.36557274656882,11.061625820441277,10.979560393631074,10.86253497163144,10.77546616202835,10.6481206638791,10.581455757212508,10.42424290516976,10.263363276978975,10.141921708622672,10.068631710291113,10.008470629639866,9.957857421701016,9.94774366794114,9.90400734876551,9.899686536094574,9.818347750021255,9.776802440407378,9.821027239846261,9.795590210060002,9.793763131764107,9.795432193605674,7.492108909758565,7.305038731309451,7.314310772733846
classical,5784.749334410802,4993.467271964516,-10097.684484377487,-3362.7128088808863,-5563.9323223396295,-5021.212994457592,-8510.68363017861,-6950.076670326719,-6317.121196503467,-2781.3992172198414,-1501.8912901602198,-2215.7593626956636,325396.0,156578.0,82120.0,76802.0,51722.0,24167.0,19075.0,12549.0,13949.0,6964.0,4823.0,5988.0,2922.0,4243.0,3031.0,1690.0,2340.0,2047.0,1632.0,1485.0,1032.0,1371.0,1014.0,898.0,1026.0,703.0,795.0,797.0,606.0,255.0,250.0,250.0,11.703058181785895,11.134086064189159,10.789054622050672,10.619709531795548,10.379836834139722,9.729628365325416,9.26627346516776,8.901345567825423,9.097369096838944,8.458344629347968,8.134370983842533,8.293747236092978,7.674882666101003,7.806949215211987,7.681709777580297,7.213293321216824,7.446675002579945,7.371484643400822,7.1421815832076145,7.056219385819068,6.746590961522072,7.007249844828086,6.706793141609495,6.577763201599253,6.732598396818099,6.3763953962773305,6.482450402904131,6.498589592732319,6.221260697940498,5.406196282035745,5.390270784174699,5.3943294183192485
