genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75
blues,9349.08531582702,6694.361678952405,-15127.376301063001,-3674.2026053381833,-15806.859184352836,-430.9651736499584,-15479.528519580748,4496.593219176653,-11686.046766171321,-1569.7729206861916,-12148.928359554731,2077.204179828331,3224517.0,3565270.0,3622494.0,1489298.0,1017727.0,907353.0,755925.0,739560.0,527458.0,310097.0,242606.0,217432.0,281768.0,172170.0,183558.0,137384.0,122004.0,82661.0,85628.0,74400.0,69614.0,59524.0,62364.0,43073.0,24747.0,17320.0,10645.0,8881.0,8593.0,8494.0,8445.0,8423.0,14.345419825879013,14.617283922783358,14.674356050393506,13.831492880054055,13.431657856872029,13.400392521539262,13.32754172466605,13.218391018047008,12.94152811190803,12.42546053566117,12.206607777764575,12.117297438615475,12.337294881484675,11.87305549673017,11.847646274551167,11.638146363525808,11.492890182006473,11.1294659663779,11.160885370609513,11.031194883237395,10.875109738332412,10.74544646792045,10.76614124125569,10.461352879840682,9.938201603683346,9.551810829055402,9.15544686031908,9.06034919367139,9.053217145225673,9.04665731517125,9.041291065971969,9.038733350536555
blues,7413.74939840422,3123.0750770947134,-3884.1100176452155,5939.811370501996,-7320.486768628032,5323.077954479995,-8576.19567671052,4843.828702766738,-7931.259987344123,4843.110613315419,-9423.863139117924,337.5683262940283,2496018.0,890625.0,518544.0,300918.0,216153.0,143687.0,144653.0,82232.0,77984.0,83030.0,100935.0,78401.0,72321.0,110782.0,63010.0,71495.0,69364.0,76383.0,60037.0,63703.0,63473.0,64338.0,63024.0,49043.0,29135.0,20630.0,9391.0,5343.0,2690.0,2426.0,2405.0,2403.0,14.183744030180518,13.37036775625959,12.885369072779001,12.386001805246517,12.091063575624723,11.652761815433351,11.69347844574118,11.117090980225882,11.087228837722014,11.149176998476579,11.35189865698268,11.100867285231258,11.01646768624059,11.364140654758092,10.879626578231631,10.96974537427864,10.987633033565738,11.07237477213037,10.8445252174931,10.887796693804413,10.881139722274295,10.901505712044711,10.781739552569142,10.589656031907266,10.104148679072994,9.741110653774516,8.945911777800086,8.378126524958407,7.818070593047063,7.785262596532061,7.785179751567215,7.784122667908255
blues,8582.17775477236,3927.772898232219,-8875.748139421015,10371.115209907759,-4940.7773565657335,-1643.5917846993057,-8760.186466689493,-6076.5454820494715,-19675.160199678096,-272.24901925201857,-9484.813632603089,-1377.7517427978999,4149411.0,2060210.0,721897.0,1549520.0,772271.0,496371.0,259193.0,409501.0,329327.0,253295.0,425040.0,329971.0,140251.0,96962.0,86681.0,93527.0,66816.0,33578.0,31126.0,25282.0,19389.0,17928.0,17633.0,14301.0,11277.0,6650.0,4368.0,2709.0,2152.0,2055.0,2031.0,2024.0,14.496305841200035,14.10766249013647,12.986896719680862,13.77286724735455,13.164170751433787,12.797809835089227,12.071059733425791,12.687730017022934,12.34283100946479,12.191562755368134,12.792182040778693,12.445301849298684,11.56884738485214,11.303935382073655,11.162505290340865,11.289054450977103,10.909980630553054,10.223939172412969,10.143761790140838,9.919800946098224,9.703859216173797,9.614976061872316,9.601076529233374,9.411678643194804,9.15984382829884,8.628527550046678,8.215047395261635,7.758960418457087,7.634465450222973,7.623776419623039,7.616019263060271,7.612413930953966
blues,8191.627412621938,906.0687635906667,-1317.938095077371,3794.673153789465,-5936.589693251885,-3060.0357120694066,-11216.254281258276,1256.304688585271,-16966.30519937396,53.250897469644514,-5008.81444376842,2808.597718828809,3435503.0,2177531.0,770745.0,606553.0,432630.0,278782.0,158985.0,357241.0,407974.0,364703.0,315905.0,85389.0,59589.0,51912.0,55191.0,53711.0,46418.0,46040.0,42094.0,42550.0,40699.0,39731.0,38885.0,36281.0,28702.0,18629.0,13497.0,11058.0,10494.0,10196.0,10148.0,10115.0,14.475440188625244,14.271752567861235,13.215500668498462,13.041927809017338,12.637989356775961,12.259539815463736,11.760327279359752,12.535428935350572,12.703024685733002,12.613494608053655,12.38395463369473,11.087929193574206,10.830167475337088,10.687889947760556,10.74090574935,10.715310209249186,10.577009287997923,10.564756484958526,10.467742965386815,10.493978140352631,10.45666786353491,10.432866850390592,10.403004578955612,10.337038781242297,10.095365201058847,9.687913297771257,9.368713514568356,9.243042367537115,9.249373711651568,9.22900906110516,9.225017032734375,9.221768301943348
blues,7593.892442955894,964.7142435842483,-3834.792833528321,7421.802523738851,-4935.836387558972,2205.7538014637694,-8372.6823341399,-758.6801671039224,-12111.156158928821,7930.486456492821,2887.2042305204973,5141.607080688624,1729149.0,2287943.0,577201.0,771765.0,1125900.0,483425.0,165266.0,228235.0,185087.0,385566.0,167877.0,219577.0,67975.0,51565.0,59479.0,61313.0,66199.0,35846.0,19069.0,15892.0,13478.0,12764.0,12246.0,11136.0,8994.0,5342.0,3415.0,2154.0,1678.0,1604.0,1583.0,1578.0,13.792439635857543,14.067501510868393,12.856346746835575,13.27205791267917,13.737478049242466,12.85604829955324,11.82320989242214,12.06920214233817,11.89148471492899,12.671498967763766,11.794025645321552,12.124364115878139,10.862752722148283,10.688277751341545,10.808409999137695,10.839616844345466,10.91525351039368,10.235068720106236,9.65239885653784,9.508350577141103,9.340862119956512,9.288635352339545,9.24149148583109,9.151322072723556,8.92520121997332,8.409841875162133,7.95485722239499,7.527467287794048,7.378229839833275,7.375909849245113,7.3660864912208925,7.363393591465402
blues,8259.902297788674,883.0673793730957,-7668.979249079092,3947.45303935118,-8640.414374752927,-423.5219087045391,-5216.129333724594,169.90791062523385,-18948.35007999822,3465.051037056808,-1612.7480689101185,570.440585965023,2088201.0,1721020.0,1297257.0,1220612.0,1534011.0,532414.0,304244.0,444952.0,568566.0,606004.0,411978.0,366124.0,280639.0,178933.0,92292.0,91350.0,92075.0,73466.0,62223.0,54130.0,54220.0,47340.0,31829.0,30768.0,26446.0,12339.0,6831.0,3948.0,2897.0,2723.0,2705.0,2694.0,14.03422500567699,13.966734694946588,13.814414828381427,13.749917106405267,14.025446287277942,12.794047537031794,12.417138603038127,12.83349324493784,13.075639207249003,13.147723121139054,12.750097424379039,12.653267640329139,12.387947426267012,11.903401765773326,11.263892856940473,11.248880789299172,11.276074245366623,11.033438755747312,10.863328607813088,10.723010087870945,10.74104911645026,10.604421399516154,10.208802382264897,10.154488313687146,9.981026823498249,9.243173894928486,8.64855833073146,8.122931206612616,7.9188251170544595,7.905316037941079,7.902455001810474,7.898581602654777
blues,7740.379881780457,1002.8513174008527,-2801.0130209486715,2331.9768985217106,-5315.908453472229,-548.7900621813507,-8925.250329795394,2660.3113546917257,-13564.345218571478,6729.681085860306,917.382178771753,3156.80645473107,1783568.0,1731436.0,691977.0,564111.0,642673.0,183685.0,122237.0,158823.0,199993.0,277226.0,140483.0,57655.0,31487.0,31119.0,28236.0,29696.0,29359.0,25127.0,24140.0,23776.0,23778.0,23289.0,23147.0,21335.0,17195.0,10013.0,6016.0,2979.0,1198.0,551.0,475.0,465.0,13.82133466660578,14.01704096730583,12.899236182138548,12.940774274659889,13.005746109793199,11.865134148467252,11.441698598179467,11.773472066385416,11.94249929512506,12.296629663951107,11.681510965254313,10.733724550259653,10.15562583375044,10.173500214263708,10.072741159305348,10.122002851009059,10.112971149391994,9.96391453030973,9.918005051661709,9.913486641697212,9.905163442104639,9.879319781771901,9.887983758993125,9.800128122215629,9.56503659649277,9.04093180069462,8.521798461667647,7.80574195538922,6.887871059767874,6.205299625782125,6.148475314412139,6.132384336568986
blues,8091.391869050285,5498.826515450452,-7117.767025911824,9061.095591276213,-3142.9276948645543,-2068.6834393811973,-11989.698350910254,397.422159443626,-15998.47896346065,2217.3410497889213,-976.919864403596,3163.0010351968617,3020324.0,2452221.0,620169.0,621151.0,943657.0,520474.0,269192.0,639224.0,679237.0,567140.0,282146.0,79697.0,72436.0,64295.0,62544.0,50994.0,51568.0,39350.0,43337.0,30420.0,34386.0,29616.0,28322.0,16827.0,12383.0,7412.0,5683.0,3837.0,3058.0,2821.0,2760.0,2731.0,14.331659071396698,14.331853145147887,12.965371423093131,13.085965150763624,13.517764522469873,12.704800070602635,12.339612049546595,13.053297480290311,13.257692918219721,13.027792208069501,12.307715611468444,11.116707382361703,10.987296527763753,10.895705413705432,10.793878467618326,10.661639609990566,10.684948453382573,10.399715358936701,10.50042038172845,10.14258130928591,10.282929997891364,10.111978409082079,10.028538373446368,9.494506662235732,9.258749286002807,8.732239335523131,8.45581313962367,8.113471471571788,7.974330846233877,7.942135504832627,7.922780787224742,7.912155781254349
blues,7929.69246294559,-2372.3362810252293,-3515.2183920334314,2941.101963294583,-5640.348306521817,1792.8293836976654,-6799.735324061912,2056.3686484659756,-14298.917682015424,5584.2454710310485,-2427.012196499248,4797.639350686593,1709455.0,1880830.0,743794.0,691732.0,700533.0,268950.0,102728.0,177461.0,351884.0,530535.0,394083.0,120910.0,73360.0,40755.0,44980.0,39619.0,38934.0,41450.0,37201.0,40275.0,35780.0,33872.0,32119.0,29159.0,24816.0,13647.0,8238.0,4065.0,1640.0,796.0,701.0,700.0,13.87161961143065,14.093448319203945,12.907235957437106,12.767703388684492,12.981514070343552,12.314031954615713,11.296383769037815,11.888511427306305,12.539163100974736,12.941802775450856,12.568597549492578,11.534822401751208,10.818393618937751,10.440422026598785,10.536210088770273,10.401527634637143,10.40095646076066,10.44823832206877,10.347886280180017,10.428326498097109,10.313575466502355,10.262196546761405,10.21454953050947,10.117595722095029,9.93523976753397,9.338630218949548,8.816298520469852,8.133607534495406,7.217941327969581,6.582655519292665,6.544454819779679,6.546906291363877
blues,7709.7690428301,5420.557552857268,-149.9447358169353,7223.591583150106,-5363.955854384889,-4052.137621755332,-10571.511352478028,-3696.058872598145,-16238.40992983737,3857.4555523621784,-8082.331847165846,3255.4858132762643,3130011.0,1829881.0,248961.0,206126.0,172083.0,125378.0,112275.0,109944.0,125935.0,130023.0,136611.0,441108.0,63042.0,35705.0,21852.0,16849.0,19608.0,16378.0,15850.0,13535.0,12934.0,13481.0,24151.0,18929.0,10155.0,5342.0,3455.0,1946.0,1344.0,1236.0,1217.0,1212.0,14.274599239425555,14.017455559855403,12.187368466891378,12.011446033400635,11.818172482241454,11.536975064628708,11.427611108504298,11.41618162607231,11.552709709274966,11.589738530307175,11.595187256888389,12.706369661502686,10.85167593607481,10.303664939464463,9.813899827911479,9.55127166945679,9.697266739756211,9.542812129826252,9.488060326158372,9.354152750548373,9.29871216237231,9.338958511017063,9.899704952188475,9.641578497913551,9.046836166390982,8.414975740663643,7.973198882156737,7.401485942822776,7.133487605188993,7.112281615358835,7.102794406578464,7.098497658652517
blues,7660.230064454832,-293.00614834640106,-190.5782967666988,3409.0969344871064,-5728.199258930196,-160.4254699388865,-9363.715246626154,1788.141702204676,-14098.62754335536,2415.4332189569973,-5568.225775760786,2720.9430124171668,2197204.0,1407153.0,309812.0,248719.0,172070.0,133227.0,84354.0,96094.0,111021.0,86969.0,85873.0,129362.0,40983.0,34726.0,32324.0,30891.0,29548.0,29954.0,29769.0,29547.0,29868.0,30234.0,29427.0,27507.0,22348.0,12612.0,7691.0,3827.0,1637.0,956.0,878.0,880.0,14.03367123564925,13.713889648212033,12.305575059621543,12.221702983547228,11.833658265049348,11.505826483540412,11.148381634136223,11.279218846740758,11.423235265114183,11.178361283554633,11.175195909928057,11.518631183358616,10.449500251702316,10.296752497308779,10.217593168488335,10.158903205212424,10.13245403453438,10.150594942654088,10.130183147173224,10.125154521329254,10.135323454554737,10.141240671015622,10.124498087186568,10.0478328166305,9.834455049921512,9.27351810536459,8.761171847006159,8.050143164417463,7.219943889197359,6.799287558344683,6.772704076641219,6.777302915735782
blues,8175.840484810293,3488.899722826091,-4371.036399719544,7508.328706312796,-2541.8829296088775,-689.9459096009438,-7325.127246847077,3173.034452017107,-15250.536490973494,7771.746495821892,10.509806850151966,-447.42673950990667,3116532.0,1571927.0,1116444.0,755082.0,888647.0,1293639.0,389760.0,455115.0,1063928.0,778487.0,914337.0,445281.0,116913.0,71691.0,83970.0,87783.0,87615.0,73311.0,57520.0,40877.0,45013.0,30907.0,30574.0,26444.0,24332.0,14248.0,7178.0,3397.0,1410.0,611.0,541.0,539.0,14.366485583779511,13.91301343336636,13.494970497995094,13.186413578634575,13.455132991137104,13.64251707132303,12.625313272155099,12.830292371308119,13.712651764476531,13.364659703374718,13.512981684163112,12.733254515176633,11.467283440505769,10.978198908105275,11.13258547264112,11.12935601375075,11.175976807960698,11.03190250093112,10.789259238886938,10.452800781946808,10.53578682090037,10.165437109142815,10.161439070688104,10.011025157750879,9.93198039970192,9.374120192675624,8.687889451203327,7.94249458295997,7.018157895022055,6.326502980887228,6.283752921479986,6.282254968611417
blues,8848.468833249906,3690.0584198483625,-10036.137658152453,6407.471122512749,-10865.123488074283,-6821.734101840271,-8820.318116871815,1225.4999976665292,-14840.607676821423,12686.021972309307,3067.589691979714,4778.132196024698,2554438.0,2996020.0,1489939.0,862582.0,1472718.0,903132.0,355653.0,658299.0,671829.0,852885.0,1634815.0,831299.0,206311.0,93003.0,96163.0,92862.0,118589.0,76000.0,55244.0,62418.0,91880.0,103141.0,51182.0,22606.0,19276.0,11327.0,10460.0,3881.0,1403.0,540.0,425.0,419.0,14.293238849796673,14.55042653363957,13.60602302024928,13.418126854241695,13.942413418266465,13.351802022519452,12.566018690890942,13.207881819463442,13.231607634483586,13.35885803198067,14.082042083959509,13.12305715146748,11.942752194774656,11.26467339794501,11.30451506684698,11.278438881350596,11.508152939829019,11.07474268220274,10.745107006290015,10.86836271536855,11.273182213749523,11.284840040880514,10.663115670813475,9.848319024482375,9.68423740260863,9.16690124077493,9.11916721102734,8.043680700646176,7.00013698197158,6.165966985114221,6.032567129693218,6.0247925755212535
blues,7978.279570035719,3219.7366502214804,-7184.397017338143,10254.552852049777,-5314.257254357999,-1103.7755660603743,-11388.067491243228,-4901.288563625154,-10850.778144317632,-2030.6069423336028,-4508.722366434906,2127.7124576145525,2560156.0,1982926.0,325399.0,386346.0,899117.0,721507.0,559624.0,492890.0,347214.0,359571.0,147047.0,94458.0,79848.0,68034.0,98344.0,63182.0,41406.0,26126.0,16188.0,13761.0,12309.0,10198.0,9544.0,8388.0,7108.0,5481.0,3589.0,1863.0,971.0,396.0,318.0,320.0,14.184647045218785,14.022336089055523,12.289996604730147,12.556163922451528,13.215916348606061,13.084758534657778,12.916179269231636,12.888278217490605,12.560468721098461,12.61646384861521,11.696449584146913,11.245699958228025,11.080614185363284,10.939874121788808,11.3203488852313,10.828656454385111,10.466132199143747,9.92901208988134,9.525320845722577,9.358825993450978,9.253862785937294,9.067948301089366,8.99352547892049,8.85838115404425,8.688554747725522,8.446901406832175,8.001421735575837,7.354045028120757,6.678849086369909,5.848404327423041,5.732467954930924,5.746774923101878
blues,8335.025987147847,4164.270785395777,-12364.564292885594,14057.145622957773,-5764.2439734291265,-5057.4676120937265,-11291.465645407234,-4820.547674967107,-10498.98751728729,2391.6485746691355,-2627.5771664988474,1833.617699444605,2250070.0,2571669.0,433288.0,465342.0,512667.0,863987.0,627395.0,674777.0,806736.0,846497.0,486434.0,296993.0,216074.0,98821.0,82408.0,62230.0,42580.0,27622.0,16689.0,11437.0,8883.0,7062.0,6472.0,5965.0,5078.0,3441.0,2120.0,1090.0,602.0,340.0,313.0,312.0,14.049612411151577,14.469237984382502,12.62737205802854,12.844302739988498,12.923969025689846,13.484721453318254,13.193034238704211,13.224736300118158,13.451613768977099,13.485085703267982,12.937314310256694,12.376425408167457,12.075846467269526,11.322320233670236,11.126215186276697,10.858871943143736,10.488203254119128,10.054493123336016,9.530748976791553,9.177101943053616,8.92133854622182,8.694728785180606,8.60923428698676,8.519739142421187,8.368655586087598,7.969165294798751,7.4772619982224535,6.821795040159441,6.2296035771755385,5.749813146264579,5.720483570143674,5.718613330246075
