genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11
jazz,-7389.581463431533,-10454.177238191593,10182.692878209653,-24047.905168989782,-35737.295505569804,-24702.899163432194,-28754.268619857598,-40786.777398442064,1781.1117508506852,26395.435943622815,7307.394969702016,-42292.35057550673
jazz,-6834.731221819209,-16683.493611437683,9879.028799453545,-22371.18345327131,-35841.88596384918,-31004.785775917393,-34923.35241599805,-37235.17294385733,24779.879695734264,29276.696804334104,-2823.776792994196,-43642.14627937905
jazz,-8225.019221725517,-45917.967346618716,11416.355546704059,-10268.672017833424,-32491.768246519903,-12872.173139167293,-52049.35520181031,-15378.429704619724,14653.981849477299,-19125.769880440414,1061.2927979763044,-39108.34285712074
jazz,-520.2401042186927,-87596.528968062,11729.742776246108,-13280.470356632784,-59272.656152017975,-10045.046740339425,2870.495092331616,-16558.810416199212,-5882.573156094113,-3012.5747215867978,-9337.765114924701,-7824.259698830636
jazz,5131.059405749111,-78213.01527586539,49209.676447864804,-4602.659379814022,-67571.07210960756,-3443.6780490212823,-3804.120809075287,-42995.46700095739,-26464.409166514353,-7134.099748270181,-16178.377028086885,-31223.20183345726
jazz,3753.498366527812,-96499.83333100125,27053.973721032613,-2762.015768946046,-63394.06061605061,-8236.013557781027,-6277.355579090643,-46975.61712701959,-29845.12568656103,956.9288571007268,3411.490625068013,-22670.039818536265
jazz,7463.681343303583,-75406.42783052428,35886.576381910505,-6694.346680259663,-62793.78488252884,-2918.9965494226035,5299.415930245675,-48291.9744361412,-17763.145114185936,7924.917108672848,-20174.560501991284,-34091.229447076585
classical,14661.067486169397,-48826.37773086342,-18588.528489590426,-48048.770766919704,-70454.96944127207,-46504.0807391451,-39436.946995801525,-43783.61752818092,-26326.785701195466,-26639.43531793865,130.15488083544727,-8093.798701619269
jazz,6006.083736887141,-91734.77235380697,28064.169710269995,-4595.417395352431,-64522.06114569754,-5943.343112320938,-6174.625497222319,-40647.91201103754,-23785.966427724517,-10733.815793033165,-16735.833862447,-34926.70011564198
jazz,-12508.647096110604,-61746.03872688632,37497.28092869677,-99214.52133041278,1905.5275681771875,-15903.222950332183,-55652.02108145405,-18424.386011446375,-7373.336070891195,-8184.949446786381,-19833.775355873375,-19202.181151868608
jazz,-2820.6303825962277,-64775.43163616066,39448.08527175314,-98174.57559938658,8544.97425181541,-33969.88523275445,-58743.562042582766,-18857.81211823667,-16093.552234354273,-23958.523137543518,-24730.401229096708,-21333.222689956798
jazz,-20029.490583392948,-67945.90609154331,40566.04815139448,-93093.33893368262,4782.06602216128,-23309.76116049207,-45316.17142884624,-31077.761599868514,-15656.455965365682,-15075.200118651912,-20516.22135014413,-16830.414550483893
jazz,-4848.347425599214,-64633.52899841019,42817.04974326377,-96070.54120596682,3500.678300257169,-37737.14682027579,-69106.85686169512,-25993.605733042245,-11446.532407644652,-16473.67737717127,-21457.07716617054,-14872.28212263377
jazz,-15941.45893803768,-69961.64096231142,39137.0829788047,-93326.91235487108,-709.1691474034204,-30315.5830886985,-56030.40197691325,-33480.937824618566,-20492.38446135763,-17338.99125244137,-16559.137020793845,-4824.265511308328
jazz,-24457.40377063917,-33732.75387727546,-12361.85117633584,19032.749778414698,-6669.429403890678,-25969.356860794414,-23911.881155008843,-25901.42319547284,-11863.869382130875,-13917.80797511431,-25338.29455524849,-32936.62229332329
jazz,-21858.50104575997,-25341.63971405011,-7546.514462002371,17659.53317842535,9348.196367361114,-32155.420069807045,-13282.250862024466,-4267.189048782062,573.9869234181045,-17760.462441318934,-34957.15028965232,-24119.685901880355
jazz,-26449.75496433021,-23608.815973219935,9101.505934895999,21562.051700611835,-4037.8691770913983,-32786.086486918364,-16100.167622688567,-17591.013397918014,1050.3503589624033,16559.001927532638,-25.946907886130973,-20766.412499505266
jazz,-29063.35181208556,-40822.43240447902,3769.3537794239255,23781.88242735393,-5798.603606560195,-43691.822548102224,-15728.861713834322,-1576.7707509212137,-14983.872255197308,-4757.546636471254,-14761.048829877473,-31461.39168682746
classical,29522.747521800055,-14922.392472666463,-45953.1372141501,-76679.27798012077,-70016.26842924187,-63847.55844777958,-53755.999020677446,-26474.610465092723,-14769.755286987767,5946.953026315688,24852.050794694645,21885.163099790978
jazz,-27776.952636231978,-30428.4278353917,4172.264615033216,28501.393099345463,-3668.8435173674056,-28866.036174642835,-16404.326388376467,-21630.593341607822,-9757.648294095554,-5860.320005538081,-21673.957592262163,-24445.008828493974
jazz,-14418.85009284063,-43625.364091895135,23037.248898241818,-15601.531364736795,-17695.82932661932,-21493.088557157032,-23937.33670564079,-22457.23820806496,-911.796472706976,2429.0580147332657,-10861.136843131331,-20133.953176979274
jazz,-4197.421749940369,-37409.8892441364,-7159.493180190475,-20314.640586406244,-21733.93933456204,-17766.673472545135,-36684.598949906875,-18119.761436611283,731.3898847299721,-16398.5987032633,-15314.183485788357,8167.086687973429
jazz,-5010.213006375815,-27136.126968423043,-38894.856401889025,2932.7396336191437,-4635.8601932159045,-45549.79569863165,-52364.314230017946,-8271.543251126664,1759.0121612008325,-8527.438880692394,-9131.809058920791,-6332.098257611042
jazz,-4439.959630057982,-9233.16917869041,-57070.70739500769,2895.1808678516527,-12337.337054940466,-54139.33235820361,-25842.047933282163,-8712.293275117194,2296.826256062367,-22133.287641628882,-31529.646477363774,-36488.12065017746
jazz,-2676.579550975842,12707.445899106038,-6283.551107793886,4361.04651550555,-19366.529363288795,-54338.419738447716,-60970.03940958616,-29992.546847064994,9443.053906381785,-5040.944297989767,3103.360193029919,2645.8076648444403
jazz,7248.367036291127,8537.925766681708,-3879.0595464613525,6215.469069325324,-29153.862819220743,-12541.07189262694,-33622.82398516603,-28215.04574914395,-4045.5165207852124,3667.5869638252543,-21434.53535596168,-10488.245798178617
jazz,-443.6400609619804,37736.66080682852,-9777.60648433429,-969.8691430962025,-20454.81072282574,-4897.340961891018,-29710.775802212273,-34108.43901716088,-9255.029496519062,14824.454223281236,-6855.525064625423,-15943.143371625765
jazz,-2733.751360962156,31841.64509343635,-8674.083523231619,392.4738363646529,-13382.326643638558,-6831.109010675759,-30428.82659144076,-26309.339622745112,-8157.581285374102,4761.192038409759,-2670.103128804383,-18391.702484258087
jazz,2301.8677599929815,-12631.134117648673,-33706.70325384174,-25143.683419996818,-23306.43141091444,-31918.579477349806,-50970.50910435387,1943.3576093264899,-10794.329850290593,-39876.83097790647,-47162.68117480861,-65752.63457135147
classical,3629.148642308324,-57941.44823294559,-13333.068283572295,-36999.06839638141,-56990.79916208263,-55848.1509400202,-43092.005549091526,-46969.188339831366,-53096.287369488884,-37549.67070732358,3407.6707629729544,16066.797293286832
jazz,-299.5327155561511,-11458.239551429595,-43096.50925258822,-25104.98543250724,-22842.13310008161,-22638.353539913394,-46092.72854588489,-13577.316518840362,-9884.594990334068,-25668.077940780997,-39796.35946714707,-48027.879701149344
jazz,-14579.220418294855,-60376.03242767246,46808.19901213649,-93531.49829315853,7924.175981423593,-37479.34209206649,-26498.42932465683,-67412.46498790981,-7215.794856482085,-43281.209270685285,-6093.085753887456,-6367.299436148155
jazz,11757.198890324733,-52238.21435353709,26421.02275882281,-50882.692405439666,-41833.57616824072,-181.3008701852354,-53777.36807575932,-40330.59886064571,-18417.355924323852,-11127.758181338695,-19643.37524353075,-6763.793012902424
jazz,7338.569850071223,-85930.37657584343,31882.294724053965,-68940.08948052181,-37403.848347692256,-26002.897761610762,-28731.18483515707,-58726.13909954982,-20459.23955471301,-23770.70126781381,-26247.435818626203,3858.2761914598095
jazz,10.996220631957089,-80973.98622970885,39558.310412370316,-71901.22759846905,-18321.06385651204,-38358.79244662323,-28301.80856804512,-58446.7850971089,-17351.542183200723,-27218.355100984387,-16085.970331174978,4155.366121090197
jazz,10157.347771079325,-86092.5621081962,30165.796618073946,-67708.6946948492,-29941.56145098505,-20154.915386636825,-38954.92690803655,-43369.451121966915,-15165.58117950085,-25079.047787258656,-28626.759127117915,-3128.3970644257583
jazz,15435.845410733791,-73510.59208650407,11981.917540209051,6055.334165949203,-39709.30852472065,717.6292166014784,3864.209282276128,-32895.273387921596,-3106.932691007994,-22532.46808431511,-32068.884909345405,-34258.702455971696
jazz,16873.2770409439,-77643.69805331508,14618.945890871495,6443.832399773598,-47883.29923222559,-8139.407547345513,-10367.783154582188,-57912.21814387003,-18913.58783732682,514.8692955163214,-9530.729936103127,-34558.72722992166
jazz,13082.658799980169,-75513.56158923602,21952.65426095484,6003.241803905722,-46218.455809694264,-3203.7858239449515,-1327.900719405044,-41225.67446207205,-12639.084428251013,-13158.110549186136,-15792.937384704783,-40238.90722664572
jazz,10142.244129530663,-81619.81101593979,21391.47507203019,749.3172454090192,-62411.33971120747,-11709.53317468828,-2730.104760486513,-48383.86202400091,-18243.930486489484,-9020.304982604282,-6182.289187513819,-36725.92174875
classical,26448.647167725434,-37053.82662475325,-57111.19806610871,-37482.55791184701,-54752.293024460385,-22690.494023603715,-5684.443145272518,-774.5395665558821,-33724.60420492514,-4516.103267511497,17740.12788256828,46934.45353706182
jazz,13814.409531745361,-73195.61337328987,14910.314485333445,17253.08068034848,-29268.261243997687,-14718.271899413001,-17238.750102294223,-48421.56271566377,-27563.337315314613,-8858.965837244548,2004.981818586227,-39317.89861726893
jazz,-19199.7983644354,-56152.475170911865,39674.72524205981,-5755.687699179238,-38077.59407942553,-27851.501361142207,-13739.358364497884,-36694.51463170624,-939.1035599199002,-17699.75885040726,-4579.784284831739,-54325.453573768486
jazz,-6789.144209590164,-56412.8022099892,20062.345148757337,-19657.0791125295,-31646.2849212205,-33880.907252142875,-35967.1287001413,-34928.092503491804,9991.417394909698,-32848.2939900118,-23092.76731306597,-48006.69715344187
jazz,-9032.913640814024,-54796.76433530567,25256.267236461314,-18923.675247705803,-37464.44612285562,-33833.59816592098,-38459.24055271598,-35562.29482831572,914.9217385117348,-42154.76214125624,-14169.483806883567,-43726.94101440979
jazz,-5288.891973191659,-52543.170235252146,19270.759922324058,-29066.706603551094,-36379.2385002263,-29978.558685659245,-33160.9347851466,-40853.67833154613,16074.799954946353,-23301.66898117266,-20005.562696672783,-42510.4588545526
jazz,-7550.667255054536,-57957.51447727428,20919.79836016055,-16884.495649649227,-33970.72288462459,-31240.142943822502,-37332.0363285185,-38859.45701663641,-353.5959407342723,-38086.904140625134,-16324.133514615885,-40301.22013563201
jazz,-26777.822247928474,-1338.3747602700905,-15153.081079270962,19705.64389967819,-14055.894819417836,-36059.40405942265,-19033.879447708736,-26266.61676032344,15139.153853990196,2814.1504618832,-16094.643976609581,-43955.63362327275
jazz,4078.238391323995,-15300.940468920237,-28082.399377885187,-39982.17613694719,-65001.694672330224,-40147.52894054455,-11974.912408520104,-43677.34234261525,-12217.932367647796,-6460.542701126143,4684.599675624409,8771.899834708409
jazz,-12103.29786936703,4762.6329223942985,-7341.9555896581405,-13633.073504084272,-10472.34492242126,-48686.57174715233,-33783.9952310176,-13560.772104413672,-15112.092342413907,-10077.922562920368,-4497.9153593420715,-19677.864988942354
jazz,-26092.37481846725,2975.7642155557432,10514.658553834546,13852.619366071947,4932.575307770979,-55848.09844873463,-27243.21465260072,-28552.623538151143,-6939.978479517449,-36815.86722602624,-14037.737086915044,-24736.427141546606
classical,21604.29845331925,-41227.13116845723,6806.16368042772,3822.712111848069,-41159.920331797315,-30936.90765309901,-31935.08601108235,393.81622331764527,-21331.972184306036,154.23970375851096,51528.994525720394,-4245.890626145361
jazz,-22217.14786961332,2497.4345260269265,16939.60028916255,14085.666007225016,3504.072947299021,-30437.590100231486,-43595.31927860407,-34822.18687346543,-7377.692186879674,-23073.479103910453,-18371.40244288564,-31294.95215150934
jazz,8736.458452784163,-26501.038300020773,-21716.194723157914,-44468.74776108845,-4163.272301526562,21394.092497437974,-44457.9629537939,-14953.060776044975,-24383.850674350877,-52.22632457608072,821.3162717601354,-378.9628723282591
jazz,14919.87595378618,-25226.55516991481,-41678.17408467334,-61858.832147146044,-23981.626493452513,-8146.597046998811,-58987.49915293966,-24646.71109430306,-29823.299869990005,-588.6431253818978,20578.10888069493,23505.854213378658
jazz,3870.538169902412,4502.756258548886,-18277.31923983385,-38764.785943256175,-31034.86955772968,9120.051504228493,-24645.83161733358,-22182.432720610504,-25481.20447050584,-29974.279822831482,-53006.494088158506,-8058.9775805840845
jazz,13662.616258054286,-5557.186318593846,-40340.97599260066,-59299.04034423427,-19763.193922241448,-4619.63831398442,-60258.64017598786,-27335.301630481616,-37337.669752208225,-37944.06295198566,-31550.342692339655,-7254.711617040341
jazz,14127.369975037995,13435.65439494648,-38573.08177979208,-57566.19029729782,-32522.630166532763,-27463.024922619723,-53936.337598742684,-31297.436521796943,-44457.345255489454,-43967.61001069915,-25223.015971440767,11295.920802543498
jazz,11736.958223135794,-77954.0905019777,16511.50556766284,3416.0373535344397,-34056.124397393,-15221.276723729274,-12976.426873812095,-33958.88426452571,-11314.448624857028,-10700.105424703217,-28120.372768504025,-44086.40898863359
jazz,7655.4539570477355,-90603.79535789284,25252.52511460953,9815.499061683768,-38419.48581692275,-20753.973304466817,-24820.743904633626,-31377.510580683393,-3056.318998968532,-5797.112382937914,-15033.774627267667,-39681.40847814267
jazz,10769.297594830598,-80995.6068514845,16214.14320460079,6932.268016919603,-23245.04324301096,-21976.582131884552,-33536.266706197006,-29255.88530505236,441.21122637811357,-12244.362737593387,-19705.89684445087,-46135.18938368342
jazz,11708.073068642803,-86188.54840741392,14203.865348817155,4468.783591390778,-32021.000969150944,-23295.875917946574,-31385.776919477285,-26756.144154854937,-12314.554884053254,-27533.868052030994,-10111.562830078441,-28623.723742153612
classical,22306.62563108117,-43146.28713110415,14283.116341470351,-8278.412631195235,-39169.028132987325,-23619.2849440578,-41635.79962242657,-46343.63744310869,-47638.80526444014,-9837.113160098652,24506.587743375247,-23880.973513617126
jazz,8822.040878532736,-85872.92027745144,16093.364827494948,8670.302381690515,-37751.203533330656,-32267.41014029501,-29622.46308184006,-26994.184880997043,-6330.773299860175,-24287.557061338157,-16757.958313796244,-37582.16449348706
jazz,-23157.185839791622,55606.85706920457,9710.314740301284,22036.47715942522,-12867.858255908155,15028.891781822134,-26721.75283186689,-28631.507699964426,-13355.543318628512,-676.1555774716383,-3860.6458451952058,9371.69391947127
jazz,-144.017083694411,20927.66889208749,7415.529007016377,8864.254617402019,-26517.74857615527,10437.836380281544,-45149.64654013456,-42000.8677596983,-38289.05663240991,-26612.247967728068,-26718.566423383672,-14621.955333429745
jazz,21272.206264409528,-15262.805797659914,4965.347055287271,-19880.753489255894,-44658.57290989364,1013.7302036576903,-63050.09518230441,-47370.357201719606,-47637.02495038052,-33132.11371165912,-36478.70721734705,-21077.31423688974
jazz,19689.364332342728,-9451.334181747594,-10139.317345006619,-21083.659720801057,-47746.0631382324,3560.487790101958,-56750.57890037085,-46291.63849140648,-39418.69167767336,-31116.84385029728,-35486.58220038539,-19493.8351362458
jazz,24779.781336576605,-73363.55513535606,-65155.423723321604,-15732.46912629937,-59163.3398567693,16204.987741363775,-37529.01389762138,-47270.087280080894,-35886.50223518748,-40293.75653347688,-34812.87467270923,-10377.089614670396
jazz,-10062.019641933459,-21484.54597384189,-7846.735325537103,16422.65903401244,-30114.432856580926,16262.000524309413,-23241.92910888568,-70690.6670594334,-6165.494269716058,16663.910246362226,-54041.19417549965,-36843.78995362535
jazz,-12825.629015907054,-20507.652686617093,-9403.201671906654,9769.976725624902,-53798.9462649036,693.0043662990428,-10958.091951446271,-50686.88330820413,-2243.084142329677,8750.703139817368,-39428.64206477551,-15801.376509499645
jazz,-14044.562893532464,-21141.207023391988,-4597.249232710756,13483.852140320803,-45429.16743864142,-13687.105648560106,-17192.46503182127,-72174.74764640094,267.0915390121535,19581.710656941596,-49635.376773504526,-51217.620986721086
jazz,-17300.813917174277,-25747.359385196505,-2393.1030554368745,12366.665990458818,-51224.03650523975,-20562.291096496483,-10143.98861908271,-76720.54753729158,13960.10356612548,32358.972718193647,-39366.50463190012,-27479.500011364446
classical,27735.83177506595,-31606.242664775946,-29134.04332005748,-31036.079977825873,-43098.37118348893,2141.5635527135864,-15551.217677370463,-41866.28774118149,-31497.585106037186,19725.587675169907,30389.272664482378,9947.113704112455
jazz,-9209.634487020596,-14076.574673447418,-2469.627880850471,2512.030280544859,-23382.466011374523,-21401.361370154813,-8966.847554890144,-27945.336036606146,3911.076225322379,12146.96355005635,-31014.006992799645,-30538.58979590294
jazz,9213.091482537991,-95866.8777965787,17558.57015045209,-8432.6359408853,-58700.9598309454,-24340.517029841474,-12423.609294716542,-16727.521122114314,-12897.530408837409,-19344.64141554921,-14721.905475575704,-29643.275500981643
jazz,5976.793962825817,-96261.0730115579,27932.943379565033,-5993.924627911169,-55807.70588935336,-16716.24863392805,-32218.771793547457,-26216.898064049572,-16745.220281277067,-22605.283799141773,-2834.7609607751933,-26660.779379510303
jazz,6039.418085188401,-94052.14171215624,30639.177130402182,-3325.267280904636,-49420.0864441069,-14292.796218082693,-24771.782667421438,-27964.083176315333,-13299.305964055537,-16081.086865816857,-3894.668260055113,-24872.107919052647
jazz,8294.855238863283,-93928.32594651949,38404.07442988049,6705.194010597389,-51435.68862968867,-20126.6657046504,-24618.018056599492,-23667.743605788386,-12404.55837448275,-20947.457357759846,-15163.164135902698,-45468.99897505344
jazz,8352.041923406892,-97849.86468713298,26948.917177346168,4022.050440593104,-49480.06857061443,-23094.973693436456,-20283.88400419115,-37090.03772741571,-16469.226787793094,-17509.828578557306,-16141.842578290136,-33522.976520410266
jazz,8568.617062695766,24119.093423363312,21986.26080810326,-15699.797069628738,-43713.452936420515,-4184.590405426743,-57048.65689458697,-49680.557747345694,-41416.84174207898,-44934.024111671235,-35354.14709334863,-10253.799254378906
jazz,-3764.2021776318998,-32644.94985450866,14651.327639513378,7252.830233303504,-54995.8459790705,-9753.649170983685,3651.5717594409616,-50138.168806083864,-17844.042680636456,11592.023888669928,-43977.12336759822,-9053.856525875952
jazz,-6804.557352205183,13019.65910072138,29554.46986543105,30401.554214165844,-46054.46313826683,-33886.56955749293,-34328.95732717456,-30108.714394444625,-20934.500597789847,-9493.406989027479,-27660.789838679808,-4737.379358946839
jazz,7665.447786905645,-55587.30769827104,7273.039047282119,-38532.584599356094,-51751.05445272094,-31256.963592978856,1797.61575153233,-44836.23847190719,-48697.72912873404,15876.736617052427,-46522.89914612873,-7557.33220563633
classical,5122.420401422246,-68335.56235086771,-24797.908809707962,-44480.053820693196,-34356.84256252548,-35814.64258727418,-26404.459112055967,-41676.201860066576,-18857.831041259273,-27577.000838024735,-16856.95999662323,1106.4019367156147
classical,17763.027471254085,-46992.5834702783,-52565.19930813102,-29245.893153666355,-30876.24181844571,12756.989403511778,-6524.872337476054,-41146.66282603261,-23921.842678840094,35694.61745076927,47741.349337800864,36266.80524514785
jazz,8662.811774626005,-5189.365773569504,9129.858864634349,-7745.328312653069,-50012.90028404082,-4724.951148052864,-23668.049800965236,-59754.60493621102,-52970.27732859005,-15371.348343380756,-43888.89460833268,-12011.010179366758
jazz,3228.40827680253,-10750.411389918796,-48876.95333983881,-30662.175685132617,-6496.000408686156,-28213.22137414374,-53645.672457665125,-27774.53584024028,-15493.100526990786,-20743.67041482221,-20550.330176242,-11845.921010322218
jazz,5268.534845213958,-3375.740527626241,-36088.65457466434,-31636.104393775367,-23155.06308836616,-32701.237566904543,-45638.9780569565,-34121.341239055444,-19375.862900950997,-27081.16071482574,-42733.39642526277,-21078.562614235256
jazz,4463.164200461917,-3092.8604715602646,-35301.79651470668,-29449.468828566667,-15585.178013675792,-29506.807862789723,-66687.74293684674,-49323.11071876935,-33493.8644004445,-22513.89522647581,-17557.955807844082,-6647.287989069378
jazz,6991.120419460645,-23882.824133112787,-54946.27516335667,-40377.069285941805,-12853.734226135864,-20439.305139834443,-50230.086509384935,-35829.006480536074,-16894.462328343056,-6210.805796506609,-30049.01653693155,-5138.550041192573
jazz,12769.439656313663,-11199.926724346084,-46697.79907149634,-30958.732997494182,-27044.208474940908,-46355.49302261126,-60510.2911855086,-30763.44062033314,-15266.33843415107,-22326.680330132058,-69362.39694882624,-28267.889531517878
jazz,12075.722272567948,-18802.59525675699,28091.42274121222,-9300.238531732672,-21209.366795095164,10388.99172337053,-60768.98953752308,-28435.014702311462,-46952.12443361557,-36727.07290440984,-25741.038064906097,-28659.980921305643
jazz,8617.733156074273,-32254.400265155604,24067.142510378013,-39515.59509660965,-3086.0795827332054,-27103.46620815326,-57820.68117518738,-12176.514534931619,-35048.43634880601,-44535.4886934865,-40389.04897318086,-25910.058199710376
jazz,-4674.18424514461,-52740.513321176084,25698.129461319597,-60478.430233313244,-2673.5285158916013,-26912.000675668663,-28113.940814556147,-43989.03328201547,-14603.344899630107,-45592.3646572563,-4091.694325431067,-24377.79237531694
jazz,-17703.577959265138,-60285.339037755606,28665.516791758673,-60966.65628816903,-4936.101607762975,-17368.71307999222,-33792.0469799377,-37340.52216236121,-17841.00747648901,-41419.79072528466,-8016.5251442097715,-31278.92929772827
classical,-15911.967901277927,-55902.96385979941,5066.6721445259745,-18083.04450742951,-46666.62801102063,-33095.54046221566,-1608.6335053524012,-3408.4689699379105,17883.82050005185,17276.102076535055,-11395.357984082435,-13864.916322302022
jazz,-20721.20983577364,-74367.5901188729,33008.73417684483,-63657.69705274249,3019.898100780856,-20586.733102989834,-35794.384595556956,-41137.74590698392,-13973.768473566337,-31703.188772723148,-11244.778039335048,-34322.40492607677
