genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11
jazz,-20467.195756506928,-18090.73997397767,-3667.7592117350064,-3629.265861600868,-5633.757654518503,-4518.728772647321,-2075.7282423371544,-1603.403389522872,-482.4326242641229,-1670.5712511879271,-1578.110756132957,-1924.8204365670672
jazz,-2904.9747249882207,-4562.695487907806,-3709.979611665879,-9687.633383574259,-4832.9554243185985,-3753.5523659716514,-5472.384578099383,-3124.257001450565,-508.12561559928275,59.53690617733852,-505.3870900126851,-1130.9759307906816
jazz,-7320.46436012982,-8584.703349995321,638.3475505709284,-6674.6529345545505,-5824.478473945272,-3216.4296464539248,-2198.8644457881005,-2021.5348932098025,1825.492502909404,1695.4596140527306,-2125.5273646270584,-5717.168578794417
jazz,-7389.581463431533,-4074.966716572777,2484.1543025385618,-4317.734787450032,-5144.241180199564,-3011.275102482292,-3087.459595271459,-3977.7274479489806,161.83168517546994,2284.444373090819,614.6848020424563,-3524.362547958892
jazz,-6834.731221819209,-6503.111592024562,2410.072874689286,-4016.684046025523,-5159.296559598737,-3779.4729617414355,-3749.8585320078946,-3631.3574863005983,2251.498081291508,2533.8087016329655,-237.530978715456,-3636.8455232815877
jazz,-8225.019221725517,-17898.509310381112,2785.1167750864265,-1843.7116281333288,-4677.060473286177,-1569.113577818222,-5588.745214494623,-1499.7802190853272,1331.4597335619198,-1655.276975827255,89.27402393574928,-3259.0285714267275
jazz,-520.2401042186927,-34144.52729269998,2861.5702480467567,-2384.471680571794,-8532.062494474376,-1224.4878203296823,308.2164159055834,-1614.896760645155,-534.4901725363434,-260.72914218745075,-785.4758535681706,-652.021641569221
jazz,5131.059405749111,-30486.897896431892,12005.117991537316,-826.3947474573722,-9726.586380390825,-419.7831963518328,-408.4635032393148,-4193.129738012247,-2404.5543074681614,-617.4345467077603,-1360.8957120985272,-2601.9334861214384
jazz,3753.498366527812,-37614.97438000902,6600.046375127898,-495.9122836380046,-9125.322232353261,-1003.9672836039225,-674.0245064765693,-4581.293584563157,-2711.7259665616443,82.81927026024954,286.9683995779885,-1889.1699848780222
jazz,7463.681343303583,-29392.909324558972,8754.83471698066,-1201.9514106318309,-9038.914934202357,-355.82469795771044,569.019256913809,-4709.671233737315,-1613.9580834678954,685.8773742091886,-1697.047412912149,-2840.935787256381
classical,14661.067486169397,-19032.18776674354,-4534.8292026063245,-8627.023750162954,-10141.711901310671,-5668.831806629036,-4234.501041223226,-4269.99405986407,-2392.0498493387868,-2305.561773799177,10.948392346781855,-674.4832251349394
jazz,6006.083736887141,-35757.58623342483,6846.492255710364,-825.0944691994441,-9287.693410524607,-724.4915271376206,-662.9939711087413,-3964.1846113170836,-2161.19119347077,-928.9789773717399,-1407.7879692293627,-2910.55834297017
jazz,-12508.647096110604,-24068.183173045214,9147.77975400324,-17813.69259227338,274.2930948620572,-1938.5975307080782,-5975.577704853329,-1796.8368825367631,-669.9407834165884,-708.3823789719017,-1668.3811849404835,-1600.1817626557179
jazz,-2820.6303825962277,-25249.019789399514,9623.695021229318,-17626.973215747326,1230.0149691820654,-4140.917588612382,-6307.5286903157075,-1839.1067315320738,-1462.2589948671532,-2073.537011702618,-2080.2764660957855,-1777.7685574963996
jazz,-20029.490583392948,-26484.849026561373,9896.431548860664,-16714.65124172906,688.3593346844375,-2841.4520483208807,-4865.776631241987,-3030.856400568041,-1422.5444594032506,-1304.7125327965232,-1725.7873033496164,-1402.534545873658
jazz,-4848.347425599214,-25193.70711269129,10445.58248136395,-17249.19966621692,503.90868184211746,-4600.145509513006,-7420.276660048415,-2535.0244758350445,-1040.0311086937818,-1425.7464687748293,-1804.9303869549965,-1239.3568435528157
jazz,-15941.45893803768,-27270.568679161803,9547.823373781275,-16756.588702767876,-102.0820708503559,-3695.459385891269,-6016.205958758781,-3265.2259840745764,-1861.936573637898,-1500.6367421364926,-1392.924551611537,-402.0221259423618
jazz,-24457.40377063917,-13148.796521840586,-3015.778454120997,3417.277523410372,-960.0377673397546,-3165.655869985867,-2567.513293036365,-2526.0343806792225,-1077.9503160848285,-1204.5437772809385,-2131.411349374685,-2744.7185244436073
jazz,-21858.50104575997,-9877.997667848662,-1841.0362164677929,3170.7202851473244,1345.6355897461813,-3919.7348953035244,-1426.1678296501616,-416.15729625101693,52.15241044873803,-1537.1137864220182,-2940.532035678311,-2009.973825156697
jazz,-26449.75496433021,-9202.55483684576,2220.3895765269685,3871.406680220148,-581.2351664331945,-3996.612919508481,-1728.7387020450992,-1715.5622800640679,95.43475783277526,1433.1310480398174,-2.182606798145649,-1730.5343749587757
jazz,-29063.35181208556,-15912.30467473592,919.5658281105154,4269.971140773012,-834.6858663625387,-5326.0184786705295,-1688.8701174454056,-153.77445081753442,-1361.4335520241207,-411.7511325297788,-1241.6726364939138,-2621.7826405689534
classical,29522.747521800055,-5816.646424895588,-11210.657621812377,-13767.552045999131,-10078.562640015018,-7782.995908135709,-5771.994314095546,-2581.9344267384845,-1341.9788997410938,514.6906232963555,2090.509406761805,1823.7635916492475
jazz,-27776.952636231978,-11860.79285262883,1017.8593441567533,5117.34621419425,-528.1153942611037,-3518.760104430517,-1761.3974321983128,-2109.5220151818703,-886.5792199893319,-507.1927999127262,-1823.1739747632018,-2037.0840690411655
jazz,-14418.85009284063,-17004.86825719756,5620.1322826581245,-2801.211757849198,-2547.244066792649,-2620.0002687709543,-2570.246556229059,-2190.1404946192397,-82.84576172424055,210.227553184597,-913.6191184487813,-1677.82943141494
jazz,-4197.421749940369,-14582.11871361961,-1746.6190918538969,-3647.4374685899124,-3128.513899866541,-2165.751522841682,-3938.970541172342,-1767.1283934152975,66.45403215694547,-1419.2486388274688,-1288.2013198182906,680.5905573311194
jazz,-5010.213006375815,-10577.476514272808,-9488.730145650828,526.5652808270265,-667.3135886254281,-5552.504781037511,-5622.563611568545,-806.6816435505019,159.82371805436375,-738.0237935634525,-768.1512039441781,-527.6748548009202
jazz,-4439.959630057982,-3599.0261341845658,-13922.88317244762,519.8217084290027,-1775.9104720763019,-6599.566411889187,-2774.7629372140186,-849.6657570288637,208.68946791031456,-1915.5684535354558,-2652.2166358550194,-3040.676720848124
jazz,-2676.579550975842,4953.275414380086,-1532.9255930963116,783.0138266665969,-2787.7346749041794,-6623.835096604333,-6546.594374833318,-2925.0209120964582,857.9951966195739,-436.2783346788858,261.04902688691317,220.48397207036993
jazz,7248.367036291127,3328.0250119248512,-946.3294805606948,1115.970261540788,-4196.582297425115,-1528.7524471868899,-3610.2156485188457,-2751.6702490399034,-367.57533919541197,317.4184514408858,-1803.0342107932618,-874.0204831815511
jazz,-443.6400609619804,14709.492031629567,-2385.3300405990944,-174.13731919655316,-2944.3884369243333,-596.9842166841496,-3190.1635561041703,-3326.4229914481334,-840.9113123053669,1283.0112412937542,-576.6743257643044,-1328.5952809688156
jazz,-2733.751360962156,12411.655264716106,-2116.1162535821495,70.4675906083026,-1926.332556316634,-832.7098916648918,-3267.2635104937112,-2565.816400067009,-741.1972470213841,412.06663093502783,-224.6042289991333,-1532.641873688174
jazz,2301.8677599929815,-4923.529604409974,-8223.036176570167,-4514.478738345399,-3354.8678637094026,-3890.864106712873,-5472.905240282478,189.5258070595639,-980.7720313888658,-3451.2179430846354,-3967.2391408878307,-5479.386214279284
classical,3629.148642308324,-22585.179845307564,-3252.7151058001846,-6643.080284776835,-8203.598280020256,-6807.870822478394,-4626.959140256251,-4580.666617568296,-4824.3248395062365,-3249.8093284753304,286.64707971154144,1338.89977444057
jazz,-299.5327155561511,-4466.343332310908,-10513.758999184607,-4507.530621841526,-3288.0339733241885,-2759.607685111138,-4949.158641543624,-1324.1267889074584,-898.1135876503861,-2221.4937591906146,-3347.5975285993472,-4002.3233084291023
jazz,-14579.220418294855,-23534.164096881454,11419.257200510245,-16793.32154151446,1140.6535336854004,-4568.719199822686,-2845.2412043453864,-6574.395660063876,-655.6266000419394,-3745.8564878475217,-512.5393147605864,-530.6082863456788
jazz,11757.198890324733,-20362.09832431355,6445.632618877413,-9135.846533584578,-6021.776471757323,-22.100515119105705,-5774.288794091767,-3933.2386698032797,-1673.3996304758593,-963.0734880367154,-1652.3650730634808,-563.6494177418684
jazz,7338.569850071223,-33495.07249694377,7777.9562401460025,-12378.002179741266,-5384.1348161936185,-3169.744494518349,-3084.9809979713145,-5727.262370507173,-1858.9250298115628,-2057.281602458238,-2207.8866623726835,321.52301595498403
jazz,10.996220631957089,-31563.10547221645,9650.585379269884,-12909.666329797537,-2637.244084154215,-4675.923902356793,-3038.8771692353903,-5700.018392088655,-1576.5598708556438,-2355.665513084813,-1353.1226284710226,346.28051009085004
jazz,10157.347771079325,-33558.29130710829,7359.201966962108,-12156.908655551917,-4309.968374401116,-2456.877409201402,-4182.74463716516,-4229.602511742424,-1377.9436117760824,-2170.5149982158387,-2408.031020647995,-260.69975536881265
jazz,15435.845410733791,-28653.925530717323,2923.090420793079,1087.2184830331275,-5715.996615308522,87.47876022442051,414.91544036217346,-3208.109103219314,-282.2956801404718,-1950.1163018108216,-2697.576394043896,-2854.891871330974
jazz,16873.2770409439,-30264.981940713373,3566.4158555837644,1156.9722652132707,-6892.609982639634,-992.1910434124376,-1113.2299000713424,-5647.884789526915,-1718.4872262882864,44.56036519084857,-801.707704097533,-2879.893935826805
jazz,13082.658799980169,-29434.66933025093,5355.536220795911,1077.8654436654574,-6652.962410779159,-390.5404147709253,-142.5819544185394,-4020.5308516052883,-1148.3862992437112,-1138.7942850725124,-1328.473228864217,-3353.242268887145
jazz,10142.244129530663,-31814.84355247537,5218.631797443874,134.53783664744267,-8983.86347684814,-1427.3881570478045,-293.1421504854174,-4718.632563944519,-1657.6422077068391,-780.6798495423975,-520.0429456943818,-3060.4934790625043
classical,26448.647167725434,-14443.327942242471,-13932.761215125654,-6729.889488556679,-7881.374247888586,-2765.963592542464,-610.3611524490797,-75.5369139197913,-3064.215104836678,-390.85494627931206,1492.2673594238472,3911.204461421817
jazz,13814.409531745361,-28531.148984698215,3637.4976957427857,3097.742864533762,-4213.049494490872,-1794.152396001977,-1850.9928079707413,-4722.3093211094465,-2504.402839780725,-766.7164392178413,168.65543156847536,-3276.49155143908
jazz,-19199.7983644354,-21887.85039330621,9678.985764463789,-1033.4177896081699,-5481.117827614445,-3395.088651768864,-1475.249270852511,-3578.629824411639,-85.32688169820538,-1531.8600760085658,-385.2431418023846,-4527.121131147366
jazz,-6789.144209590164,-21989.324090900387,4894.379278289868,-3529.3741266608354,-4555.356520100927,-4130.07120269176,-3861.9329216019787,-3406.359637055988,907.8194636229147,-2842.9195309140314,-1942.521673359515,-4000.55809612015
jazz,-9032.913640814024,-21359.403590987848,6161.480629134934,-3397.69349343533,-5392.857624285653,-4124.304240987434,-4129.520831885592,-3468.210171859494,83.12972314977398,-3648.3659288014574,-1191.9112604410363,-3643.9117512008165
jazz,-5288.891973191659,-20480.968039232135,4701.265347663699,-5218.846688591969,-5236.646314436369,-3654.376224474187,-3560.620777530977,-3984.251956499927,1460.5551641131244,-2016.6882904059607,-1682.8316242571632,-3542.5382378793843
jazz,-7550.667255054536,-22591.442357354987,5103.562262575976,-3031.564442837563,-4889.95009588785,-3808.1629213779397,-4008.48845426408,-3789.765670316785,-32.12770166324631,-3296.3052414946624,-1373.1564831995747,-3358.435011302666
jazz,-26777.822247928474,-521.6893188377927,-3696.722665606411,3538.093799723555,-2023.2900092659122,-4395.629231051019,-2043.7429486724875,-2561.649856070423,1375.5424268869078,243.55612846899095,-1353.8522397824502,-3662.9694686060598
jazz,4078.238391323995,-5964.201842238633,-6850.939537758622,-7178.689019743138,-9356.734744072744,-4893.9702795618,-1285.7937270812,-4259.629580255128,-1110.1204534033288,-559.1402412228879,394.0600222375513,730.9916528923667
jazz,-12103.29786936703,1856.441707445901,-1791.1323443846275,-2447.7805993826946,-1507.4522915360765,-5934.876726714048,-3627.521242900843,-1322.5132961146269,-1373.0836198975687,-872.2134213081898,-378.35647638102824,-1639.822082411865
jazz,-26092.37481846725,1159.9325186929375,2565.140145012847,2487.199451007542,710.0245461695974,-6807.864423808324,-2925.2117519387857,-2784.59249793528,-630.5659439310256,-3186.300878098358,-1180.8289654755429,-2061.3689284622174
classical,21604.29845331925,-16070.053482305833,1660.4213632621045,686.3573750705358,-5924.806400405006,-3771.198641391669,-3428.9965442780826,38.40689804039465,-1938.2214535689175,13.348975334634027,4334.525495175319,-353.8242188454476
jazz,-22217.14786961332,973.4828804318121,4132.559181044971,2529.0423301495675,504.39732774712854,-3710.331999576286,-4681.001926882455,-3396.0311983236797,-670.3365798010094,-1996.9391533876799,-1545.3690296841812,-2607.9126792924462
jazz,8736.458452784163,-10329.92329924241,-5297.849910777521,-7984.240532101952,-599.286446131863,2607.9326823753777,-4773.627391556089,-1458.2961457993356,-2215.5149129820256,-4.5200289004467065,69.0876341041319,-31.580239360688065
jazz,14919.87595378618,-9833.138500430867,-10167.744103914896,-11106.582032649641,-3452.0595033990726,-993.0674410029404,-6333.721183053788,-2403.6686758494156,-2709.7428744427243,-50.945264871148005,1730.9931700946388,1958.8211844482182
jazz,3870.538169902412,1755.1435630338046,-4458.907066289438,-6960.1099812671155,-4467.345716636912,1111.7312120470883,-2646.3204582373446,-2163.340109788239,-2315.2203997268275,-2594.182381566639,-4458.810076728743,-671.5814650486723
jazz,13662.616258054286,-2166.1531816520846,-9841.52328654376,-10646.978502180238,-2844.8329564059773,-563.1323572727476,-6470.208624290355,-2665.8732689600697,-3392.49797978093,-3283.942772834173,-2653.957563895481,-604.559301420028
jazz,14127.369975037995,5237.126100633473,-9410.230497130533,-10335.850074297861,-4681.502923605497,-3347.7335045254417,-5791.3579807777305,-3052.280181075251,-4039.3911823260332,-3805.2623757274964,-2121.7143241336294,941.3267335452897
jazz,11736.958223135794,-30385.97079220854,4028.121842412942,613.3400482468709,-4902.243303099519,-1855.4685149672466,-1393.3302979656175,-3311.8376752630274,-1028.029985719514,-926.0614479393548,-2365.434719244804,-3673.8674157194578
jazz,7655.4539570477355,-35316.73914325672,6160.5677067665665,1762.345678635903,-5530.331779882566,-2529.9023679712877,-2665.1014826095825,-3060.089397743434,-277.6969237335337,-501.7223732035853,-1264.613835577272,-3306.7840398452213
jazz,10769.297594830598,-31571.533042566578,3955.577771561668,1244.6695278546947,-3346.031281734231,-2678.937972971366,-3600.9216509901103,-2853.178049717637,40.08842019542186,-1059.7122024323346,-1657.6242766571422,-3844.5991153069513
jazz,11708.073068642803,-33595.70610940667,3465.1534364204745,802.3577203312965,-4609.295400964061,-2839.759441923042,-3370.015053631699,-2609.3909790017265,-1118.8995682726354,-2382.972195467147,-850.5663129360155,-2385.3103118461318
classical,22306.62563108117,-16818.127337714403,3484.487388326379,-1486.366066041793,-5638.225407367631,-2879.182893470317,-4470.600548062108,-4519.659812650248,-4328.458409197645,-851.3721028909316,2061.449681894914,-1990.0811261347594
jazz,8822.040878532736,-33472.67642518509,3926.1128619616643,1556.7287856495077,-5434.135210035344,-3933.3864472430178,-3180.681069886125,-2632.6058832059884,-575.2136052613857,-2102.013892985206,-1409.6490379213253,-3131.8470411239196
jazz,-23157.185839791622,21675.172192644543,2368.91364883866,3956.588457725331,-1852.2768834227254,1832.016855231898,-2869.220332950631,-2792.2856699794484,-1213.4837023310558,-58.51920034918979,-324.75052148530835,780.9744932892726
jazz,-144.017083694411,8157.462060157687,1809.081203637178,1591.5523725420276,-3817.124164036857,1272.3687453759885,-4847.896195043048,-4096.131520599346,-3478.9409230736987,-2303.208791664683,-2247.517313750123,-1218.4962777858118
jazz,21272.206264409528,-5949.337208457062,1211.3385327946519,-3569.534241675686,-6428.423487619939,123.57337099232117,-6769.93819341834,-4619.790581141265,-4328.296649990636,-2867.483261078372,-3068.522642833701,-1756.4428530741416
jazz,19689.364332342728,-3684.0653587857355,-2473.572473279836,-3785.512724852693,-6872.855394158827,434.022264516121,-6093.534204593088,-4514.588618732911,-3581.5794817834176,-2693.0678089191188,-2985.0668870984537,-1624.486261353817
jazz,24779.781336576605,-28596.611533796982,-15895.218299510405,-2824.7212703874716,-8516.32684968847,1975.3825572763103,-4029.6387152503753,-4610.011764452467,-3260.645003885844,-3487.301576689128,-2928.395832639074,-864.757467889201
jazz,-10062.019641933459,-8374.528934161059,-1914.2776427566687,2948.6429572678144,-4334.852523885978,1982.332396348701,-2495.5778910089157,-6894.102074533415,-560.1963645073376,1442.2105426597404,-4545.847170111234,-3070.3158294687805
jazz,-12825.629015907054,-7993.742618759625,-2293.9908107109436,1754.172269242189,-7744.143783463628,84.47699925185239,-1176.613691297125,-4943.23454428475,-203.80646333404516,757.3466333740803,-3316.665808113246,-1316.7813757916365
jazz,-14044.562893532464,-8240.697761825919,-1121.5379465798478,2420.9883166942586,-6539.347497171896,-1668.453576718864,-1846.0229968154376,-7038.836923969551,24.267917964048223,1694.7372576564874,-4175.237806745856,-4268.135082226748
jazz,-17300.813917174277,-10036.144418043454,-583.817789919136,2220.400636835271,-7373.495791398952,-2506.536371266565,-1089.200195294917,-7482.165721982658,1268.4140027997425,2800.570269154299,-3311.438920038251,-2289.9583342803708
classical,27735.83177506595,-12319.897009624814,-7107.4969980426595,-5572.442224994418,-6203.8386706424335,261.05587704524004,-1669.7957743565921,-4083.006614251143,-2861.8683101906604,1707.189374204618,2556.2904604762766,828.9261420093716
jazz,-9209.634487020596,-5486.9524373562435,-602.4866702021709,451.02808137412563,-3365.812741246252,-2608.8187555156396,-962.8059015753572,-2725.3668292806115,355.3601036494969,1051.2826001939834,-2608.8419782911765,-2544.882482991913
jazz,9213.091482537991,-37368.252646000285,4283.562129130987,-1514.056434271582,-8449.769088780831,-2967.1008422366954,-1333.972087135152,-1631.3502597565373,-1171.8686823929677,-1674.2196387890212,-1238.3799685746312,-2470.2729584151352
jazz,5976.793962825817,-37521.90724207917,6814.478479204869,-1076.1925705137285,-8033.296721172795,-2037.7050881851792,-3459.45700921612,-2556.801043895027,-1521.469506592852,-1956.4182795604463,-238.4549469730988,-2221.73161495919
jazz,6039.418085188401,-36660.8809442493,7474.687158404391,-597.0425330371697,-7113.824373620394,-1742.2870535000666,-2659.8443208425524,-2727.1951426936403,-1208.3739803520673,-1391.7689589315391,-327.6124252731662,-2072.6756599210557
jazz,8294.855238863283,-36612.61840646548,9368.999720511305,1203.8990187590682,-7403.962270718775,-2453.433782465283,-2643.3340061699155,-2308.1949439663153,-1127.0772789193284,-1812.9384638201373,-1275.4978462036936,-3789.08324792112
jazz,8352.041923406892,-38141.207360110806,6574.416940151322,722.148020053801,-7122.458561543425,-2815.2695283020416,-2177.9608838620966,-3617.2031850557623,-1496.3927576877663,-1515.4221909994335,-1357.8225004910867,-2793.5813767008567
jazz,8568.617062695766,9401.457493475255,5363.734823040991,-2818.8550930771034,-6292.377236246168,-510.10016349016604,-6125.540018253275,-4845.0927184205575,-3763.1312524692207,-3888.902564878264,-2973.926686262186,-854.4832711982438
jazz,-3764.2021776318998,-12724.777961036501,3574.3156578437943,1302.225586209729,-7916.432724500769,-1188.9665545980984,392.08370818106624,-4889.721203065124,-1621.3084305188534,1003.2542672061576,-3699.2757998834577,-754.4880438229964
jazz,-6804.557352205183,5074.973982911071,7210.063620063269,5458.514881051748,-6629.356319672566,-4130.761435810164,-3686.03597944598,-2936.3501435593653,-1902.1072138955433,-821.6253834134742,-2326.7754373239027,-394.7816132455701
jazz,7665.447786905645,-21667.551981692657,1774.319569286024,-6918.418872906344,-7449.357923375756,-3810.2133528547047,193.0171159647146,-4372.650839517022,-4424.672155106267,1374.083068956973,-3913.421837829771,-629.7776838030298
classical,5122.420401422246,-26636.734368800448,-6049.660202893769,-7986.2705037989135,-4945.53048381155,-4365.792889889145,-2835.151250801453,-4064.468502759961,-1713.4211678204304,-2386.7052063736396,-1417.9768797942095,92.200161392967
classical,17763.027471254085,-18317.38731839954,-12823.726256590135,-5251.019137520014,-4444.51188611889,1555.0727191685664,-700.601360187249,-4012.825247646651,-2173.53689984369,3089.260134183923,4015.915656484975,3022.2337704289885
jazz,8662.811774626005,-2022.7792513565364,2227.3065142409455,-1390.6522526913548,-7199.157561944764,-575.9699563377031,-2541.3321557721065,-5827.563425130845,-4812.875576281763,-1330.3432572531121,-3691.8541567878765,-1000.9175149472292
jazz,3228.40827680253,-4190.436760852352,-11923.947367003864,-5505.308744535567,-935.0733550541988,-3439.1821997372567,-5760.148114489876,-2708.7095527676215,-1407.7019960585656,-1795.3013262446298,-1728.656475893972,-987.160084193518
jazz,5268.534845213958,-1315.8405468398519,-8804.133406235347,-5680.174947485564,-3333.0789972824764,-3986.269864686466,-4900.437656168481,-3327.681279683761,-1760.4895052161366,-2343.791757934523,-3594.655746839375,-1756.5468845196035
jazz,4463.164200461917,-1205.5758376248668,-8612.172707969188,-5287.5705862727755,-2243.4242268331773,-3596.8699577771495,-7160.526826099593,-4810.232723406333,-3043.250102849393,-1948.5088776836385,-1476.9433751375464,-553.9406657557819
jazz,6991.120419460645,-9309.36134167079,-13404.609908996774,-7249.590991235381,-1850.2437856586887,-2491.544424499459,-5393.403136590851,-3494.221206008156,-1535.0296282214872,-537.5262747883229,-2527.668732586311,-428.21250343271413
jazz,12769.439656313663,-4365.654760762319,-11392.324198521343,-5558.554788839975,-3892.905967129222,-5650.719013941306,-6497.22938890364,-3000.2022702956187,-1387.0984086639858,-1932.3060001322087,-5834.638939657334,-2355.6574609598238
jazz,12075.722272567948,-7329.122905680518,6853.140863783124,-1669.8320771751532,-3053.0037746219778,1266.4145981209483,-6525.006854565086,-2773.1227049219547,-4266.066638452797,-3178.61600072743,-2165.289402433843,-2388.3317434421388
jazz,8617.733156074273,-12572.544404868091,5871.383565432252,-7094.915685855095,-444.2288497291289,-3303.903418121812,-6208.43531997122,-1187.5136790728018,-3184.498397915497,-3854.4105415036865,-3397.453494124615,-2159.1715166425324
jazz,-4674.18424514461,-20557.89102308473,6269.276666994413,-10858.734691181253,-384.84376876655153,-3280.563834085948,-3018.705065196859,-4290.027216057966,-1326.8588639522493,-3945.8799286221893,-344.18590029332955,-2031.4826979430818
