genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11
classical,7753.979027316341,7729.948350451303,-13286.918530331704,-4608.401734628506,-6842.593974313086,-2806.074274430744,-5924.106877781252,-2445.749495677143,-3886.123409820207,-1708.7997400003087,-3118.7402628965624,181.36993693839045
classical,7840.6150822325235,8022.409699524674,-10661.599884829544,-3622.4394607228896,-4455.903353004358,-1026.004974373797,-6026.156771363987,-767.615384032478,-4226.256088041399,-818.723082349423,-2495.866357439577,1634.6223369875756
classical,7553.281442787766,10661.554043023214,-9758.440169141382,-3195.920530607655,-3410.9581189438986,-1281.6894201564885,-5603.268667609396,-1825.4475155188995,-4391.251491346854,-863.1706737499964,-2552.8451032880735,818.9344507362683
classical,7241.17781163664,7083.763441626886,-16897.55832992891,-7393.232888825078,-6281.456245222743,-3304.7863828867244,-6195.852129617437,-3782.5540990793143,-5751.617561344293,-3768.8213218566652,-4655.96558737534,-601.4339487801361
classical,7874.357357533734,7623.618875809928,-11200.202895308334,-3418.583348673691,-5926.091707553043,-2425.9698722127814,-6930.8692946306755,-1810.9489962167524,-4445.122564714351,-637.7846380060054,-2408.40515969275,1295.4614527324359
classical,7204.021888932171,7237.830213804128,-14345.340725132408,-941.7891419656976,-3667.323367729161,381.69509694176213,-5174.969381991435,-1711.6638320982827,-3697.597680399592,2281.585922582186,-497.21890078431153,-317.1401780519917
classical,7316.804509940636,7264.021444054755,-16188.205517134142,-324.06226923757015,-5369.881589324256,-1315.5412860791075,-8363.747883479207,-4030.0140150682873,-5660.143012442262,710.9411899357308,-2275.532672949132,-431.3304493021634
classical,6110.879818830897,6076.6344091985275,-13366.137751326769,-4835.384344255973,-2911.2296687756334,-1380.681843166101,-4548.978121387855,-3538.760864426805,-4271.285113006819,792.8879053680273,-1320.5440296728316,-824.0655717487814
classical,5236.738140002347,10150.349871117016,-4308.207577737351,-5738.197585288599,681.9867207505279,-2082.842531425084,-5078.6712390794655,-3895.0380134799684,-4334.539266184999,-2234.6155092313606,-1825.1251598649696,97.01771375265476
classical,5593.87993136718,7692.428667634984,-10833.916944429666,-5234.260939112911,-2346.6774791094363,-4139.280914871502,-6007.073493555051,-4860.873918922193,-5687.556239844339,-1445.9498454884363,-892.8584666635443,460.71076879962965
classical,8935.831062445126,2466.4422213501402,-9421.095531576399,3316.5103144641234,-8848.517996667997,2449.04173665255,-8320.925793908906,371.9642086654183,-4146.132206350192,270.88598968378295,-2294.3389649783085,2118.265142597579
classical,8543.447774644066,6139.5732549207305,-10501.114582730823,220.68473196749764,-5894.947470980041,619.8035847320024,-7460.738404964882,-1349.138652634381,-5698.600386554994,1170.5399919640934,-2353.0721525855397,3351.0958709273827
classical,7875.6706117075355,5555.41526139184,-12091.32277134642,-2259.5580591205294,-5935.822560557779,-1001.2342276523448,-6238.067147832222,-3618.4440213807316,-7303.997193766269,-1262.6208347701938,-2260.8000515714916,2072.3320407231345
classical,8505.219765613274,6548.385255994411,-12851.661625771465,-1692.6451959534759,-6164.672647585065,-30.005692340480337,-5598.254284601303,-1888.6004436312949,-6634.7949898693905,-2281.4909516094303,-4610.10069940608,2906.895080966908
classical,6752.844721340371,6158.071387303453,-8046.585344596278,-1055.53390954506,-2781.1003057077855,-1131.0650332007658,-2837.551682186638,-1062.9469958923087,-1544.857680079062,746.0590314497224,-863.0971431719228,1143.070262842695
classical,5012.931777613974,4964.334132375439,-6890.287886325089,-10901.83150783775,-2247.6011691122917,-5928.142941521208,-5296.379918285044,-5635.25268931611,-2491.737105679361,-4276.028173724466,940.8871053027374,-3349.300626033887
classical,5052.658957452606,4433.339051905918,-7558.169362798067,-6022.828935899113,374.96359247021405,-3605.256455078976,-2032.7532445169973,-4130.477339943021,-1862.7836816515817,-4395.984549145161,-395.3589325963848,-991.7980217748159
classical,5616.3283877016265,7488.315172226117,-9726.291477447021,-7761.883691235526,861.2470639798762,-5250.556411830143,-5272.534215169925,-5870.70900478417,-2635.393705457788,-4334.199455851642,-544.5207652542256,-804.1254522959465
classical,5175.835339904638,5974.127318831872,-6759.432430876103,-9388.189995420656,-2463.3377992143105,-6311.804929894546,-5514.51642702886,-5556.874312603821,-2821.2470930105924,-4420.929644609911,998.2181387402533,-3270.7735108338766
classical,4604.201443627956,2646.7603383017567,-7434.746209824806,-8963.339346031536,4458.136711177111,-2817.9800694832315,-201.88414994290895,-4928.091724008144,-3160.199561103457,-5061.299344748735,2135.698116570816,-1667.7830912954612
classical,8132.290875763514,7433.744076493951,-15810.743606250615,-2757.1418463058358,-7687.253315358118,382.2263170412313,-3987.9855649019064,-3891.39580338987,-4665.632910622968,-130.56414076876695,-1310.457626757912,3556.020821626938
classical,6999.06679822178,8805.842580260745,-14395.493448275098,-3514.9739767095352,-5470.932812596054,-1913.970259473738,-7233.010217716334,-3410.36878022618,-5616.870590049066,-1154.0500602072254,-2297.5590264279244,1392.4031414401304
classical,7631.886437340491,8337.291547910874,-10798.81954422989,718.8814188249687,-3717.3286358519995,1548.9046015982944,-5401.198216495848,-233.1496158739334,-4134.430144880025,-226.7176556132142,-2776.176516261572,850.2000070102398
classical,7034.327042836537,4524.529110304736,-14301.268521913194,-1584.47628777106,-4980.871937786356,-150.45204561646918,-8032.217531730881,-1613.8675216128092,-4720.0374291358685,31.242783320514096,-1712.1069743970154,2494.231604423644
classical,8092.207582893083,6541.029122851827,-11948.81886286678,-66.45059880899541,-6375.993785762324,531.7461125813069,-4647.248197333274,-542.4684097682634,-3693.1159243720367,-521.9243338258794,-3191.8830443357874,1671.403606764841
classical,7325.393906407918,4132.578371170285,-13516.292131192838,-4118.250837149053,-5867.9651342244315,-484.74497201630106,-4171.454847337604,-3792.098843602418,-1193.1073389300166,2631.163848774048,-66.86931444323906,2135.14765038462
classical,7212.725532563766,3875.5129474387463,-13475.757323516578,-4567.960799958624,-4704.181786813832,-126.85381408805291,-3826.576463721645,-3951.3730481630732,-1090.9643930843702,3220.2148922567594,75.45503072878361,1858.8840248505076
classical,7733.365072189233,4353.20906669725,-15379.814772458652,-4802.189276161336,-5178.177753288452,-332.8883685187573,-3598.6774237692857,-3859.657162779576,533.2079780383929,4539.893466848474,-310.2342587340242,-597.8897418556571
classical,7152.341316216097,4397.845928113207,-13937.07974946551,-4795.125919036582,-3186.334687051517,313.65079290554417,-2802.321842569895,-2379.944887002969,-1107.996122229091,2864.146670500766,629.7056473253772,695.191288711168
classical,6642.119810824807,4196.2756362574655,-12926.560655074847,-5947.330668369473,-2974.895319193206,329.3294027929001,-775.8455836488052,-2726.20315181428,1070.4368390567658,4286.725966937436,1827.4402596604486,584.8214114307696
classical,8784.16809564721,5721.9525288819505,-15397.660802711041,-2502.5106642712076,-9125.955382386874,-1139.561182738471,-5074.130747601507,-2252.9247342856997,328.65853540764135,948.6909830227079,-3298.123375356088,517.626391746592
classical,8703.395957744568,6112.777418223083,-14129.948426532997,-2035.555117380216,-8102.5924607894385,314.9223097651231,-5878.222656365732,-4755.2253942104735,-2047.404047514134,-331.39903243004994,-2755.3597627206664,2893.840488731297
classical,8788.536702168907,4431.726145781984,-13683.346434468089,-2007.0140250861275,-9754.881875463365,-1117.0227625713815,-4272.4354524796,-1394.6805445874859,146.11999588976866,1800.3887529761398,-2675.6409472145306,1435.47846042233
classical,8774.875924114682,3552.355539338434,-14848.789616923956,-1887.2264002760032,-9422.876344802422,331.7514168839779,-6249.43715319994,-3170.5243475190487,-2087.297672796762,-781.0370081152666,-1287.1659014708714,1898.3237539112656
classical,5528.969166535797,-1028.4030722804903,2203.3179041582116,1763.0151808433488,-4464.889660379593,166.26612813585436,-2242.468218498351,-2345.6836803460087,-1955.157874636585,-1154.80058926868,-775.8581947803962,911.0797666734254
classical,9645.614501738655,-6440.1977751327195,-15295.26174342136,4069.1095445052624,-7606.960710662686,7634.605770709548,-5695.689803170332,4547.19748678233,-5727.504003323557,1372.5368411320703,-3812.737235438124,711.9024118920659
classical,8915.758214221973,-2588.541774496622,-14698.62193057218,6088.681070946865,-7701.590575461276,6227.263817966704,-6103.812604617675,3719.8917541888327,-7838.233545611136,-174.63481802581896,-2349.8926449673036,1415.1640079763995
classical,8477.132651776577,2535.6356738554423,-14139.135174575904,6154.340930045624,-9058.286677864924,4891.866300125741,-8453.630930340098,-762.7853825262173,-9891.291068141458,-1662.5046833776626,-3296.7125784828268,-341.2006225221475
classical,8430.496280047562,2403.3482037896642,-14183.2543443515,6594.157505766538,-8672.285976615876,5225.364192568972,-8182.42005499093,-303.79520898631006,-10112.039749231259,-2133.71703295357,-3117.998051116283,-271.5809855666068
classical,8508.244980495108,2845.1857453852485,-14246.81139132732,6103.2210128265815,-8645.908337297045,4840.594666148924,-8214.50294244043,-531.9513076322959,-10061.948032988386,-2481.6100203370656,-2941.9677146762297,-676.073630747174
classical,8321.952127217924,4395.549099320316,-13125.9400468065,914.9879446550883,-5290.3248510136345,1548.2139719636284,-5517.449346896992,-2662.2927940907,-4865.804376925151,-1148.9639714577752,-4840.651604393511,-772.2571131076686
classical,8312.249468644683,1594.6963887875309,-14013.138545176802,749.3573457104796,-4838.372537419136,1948.9095497421324,-5500.642399693083,-2488.4925742861587,-4530.35630985581,514.1356508146949,-4419.855471170075,-94.86868634902804
classical,7810.56025603758,5111.0321208613905,-10804.379316088533,-956.1659751431259,-3391.8210105787493,33.71045549868925,-5846.464580066389,-3364.0937508648826,-4689.541411041604,-733.1530293343454,-3700.1089586577245,-95.56747736290579
classical,8322.076244091895,2414.017488169012,-14152.411156110415,156.9355457216219,-5442.2988574897945,-234.31676621964553,-5957.670353842264,-2173.511893196667,-4538.164453180641,-815.5976145199828,-4782.714374845099,-601.6749425659176
classical,8293.44320633272,1779.464410012309,-14319.40976007814,-144.82015031778792,-5882.51624881865,-139.150212210837,-5553.6262755759435,-1986.6832784887497,-4785.570716688937,-325.5035038219825,-4623.182951803159,640.0842890457666
classical,6400.505931506719,9401.086156848569,-10233.845906858856,-4914.2157023279715,-4602.933378546319,-1147.3268202623133,-7930.404492924333,-4625.444260501728,-6580.045648272179,-2176.7528486625692,-2302.7685712674847,2200.386539091057
classical,6387.683215050469,11098.471900725439,-7967.317314905403,-6625.218146428081,-4317.47564567006,-559.5485560308924,-7162.006643639214,-2973.949344849003,-4427.727893691857,-229.80495909658384,-928.1484814846216,1843.64132504274
classical,6555.759162437185,11098.68619577166,-7701.00560189011,-8014.710371129031,-6717.568615168987,-1418.3523147479445,-9141.6941009101,-4715.035761004762,-7342.445350314982,-1604.5256141926166,-1524.12120995289,-32.327883564689714
classical,6276.798647554554,12115.681058191865,-6056.563949052618,-6299.773695506398,-2644.1118724713688,-425.75827437238763,-6833.093668872074,-2205.8493685592825,-4552.102856610676,-2177.7318738142335,-3151.985777891009,1274.3419917597575
classical,6234.154306019721,9121.143722340645,-7918.672794690498,-3588.7634095069925,-2667.538281998962,644.3560233484656,-5938.361042957175,-3169.696893304146,-6284.903066493305,-3715.6017862699928,-4013.1107158884233,797.9042269280312
classical,793.8440999410059,1226.5701564780243,5639.803847233354,501.01980921949445,2843.8622848007444,2448.571509736197,1675.3004968584737,55.62815386688429,-625.6266414444646,1778.6551950839,-2344.7426750956797,2428.3421116491772
classical,4878.785863939384,5446.082182782128,6755.544530588006,1198.576678621403,3490.885263849358,3191.6209384341228,1848.6482794564258,-377.8138062223355,-2197.265692560151,1380.5935877956867,-3547.848253667265,2892.2064367754983
classical,5448.654635622785,4695.212341678302,-5646.24073336809,-1740.6880210923578,1833.7800026161008,1582.3027284985242,-1401.9616740306544,-827.9571153622131,-2632.164602669875,1164.8889944686578,-199.15582507965016,6194.067471130222
classical,5853.800414605185,7034.463663871482,-7943.686842736794,-5169.049050499883,-2657.181688897761,-3262.554563616237,-3165.8584048173557,-934.3946933549762,-3433.9537347994624,-2139.690722170644,-2777.0921976512304,4000.4422641469614
classical,5918.205987521997,6536.896370765578,-8870.554881893868,-3073.879156832964,-1140.256293551051,-57.49732408806834,-2277.7763863803934,-1188.1397978865316,-3246.722055091156,334.2088957582877,-831.5351899152599,6064.285064561604
classical,1234.0025107509316,4598.29769038722,13097.19414603331,1469.4206185582652,-3534.521999747484,-5410.280432776808,-5839.213513383686,-5181.547276252634,-5659.318254417001,-4830.750373855544,-4892.968007912631,-2486.0129023599766
classical,4090.702730308843,7029.063327022197,14164.651635767288,67.6991547046072,-5081.689331286329,-6317.043032869013,-5836.011418539102,-4781.45177649421,-5764.174283689392,-5213.461830945187,-5457.579639000281,-2636.7956834008633
classical,4539.35611239141,9572.986098363432,13245.273765013288,-1489.578994171959,-6272.778101851916,-6675.096840060053,-5080.172756211719,-3177.715611766001,-3512.775562820365,-2699.494552651387,-3466.277156494209,-1883.6794122299962
classical,4413.017501815454,8784.399592350912,13941.9850525222,-246.2465233675021,-5193.698576717533,-6542.637682234281,-5941.633347636693,-4945.400421109228,-5123.413500191581,-3621.678849296664,-3475.5111552506296,-1109.264402113307
classical,4314.454103935666,8340.177806099373,11927.498710561436,-2348.543391162865,-5378.967535213597,-5382.162223382239,-5572.5341944263355,-5306.705455263633,-5564.90641601641,-3710.053829986329,-4592.250869606075,-3114.98721855536
classical,5252.642791750849,13738.261523369425,5751.327617462067,-8418.032073168186,-8493.975850320578,-6305.700440392037,-2769.701443940329,-2695.6623388701278,-4056.7139483564924,-4318.170762750782,-3959.3044394512744,-1164.2384414269125
classical,5181.144125340933,13249.41808216252,4815.953459279101,-8657.693123056037,-8166.117384028073,-6466.628294099799,-3255.429258437239,-2620.254346705925,-3230.4706183105563,-3673.2371767609666,-3210.5111005794256,-1411.9928682585492
classical,6007.256631196738,15445.339849584021,1648.5605985626912,-11005.881195028773,-9747.29267543008,-6186.857907507038,-2803.3626348940793,-2490.61107639973,-3287.780864836537,-3412.3710317016184,-3002.995106817322,-1194.4113294255626
classical,6851.155381220028,15915.212999481599,-5912.53394006344,-10654.374495354232,-5584.213918372346,-3165.3235209887716,-5069.817989895773,-3792.854502887517,-3230.268638179883,-1703.3389949154778,-1855.8974728630424,-994.1910717634975
classical,5299.495758090867,14154.081878799288,7021.471034033142,-7336.479282564744,-7595.126791571672,-4609.450187912906,-1596.3362677344005,-1861.41149371597,-3204.547390471944,-2560.5848946781384,-1515.3749270328976,-657.3290357925156
classical,6046.442093218802,14887.164539687506,4955.920463842369,-9537.083072784715,-6107.042473666565,-3477.6418765194576,-3901.2348372805563,-8648.822320716119,-10468.392981426277,-6433.368092197003,-4290.7602744832575,-1497.9085869926898
classical,6582.321704232429,16550.373790274,2087.1418941083657,-10149.065608568533,-4689.455481164316,-1664.146059891879,-3271.679038727732,-8195.65017564463,-10243.127328532846,-6700.164861232201,-3366.0523510939624,-509.70456722788896
classical,6692.167730564749,16684.415047613216,2425.3836132219485,-9678.372812856709,-5467.233984878787,-3073.069425110963,-4120.9289112722,-7687.092515594105,-8858.917833438618,-5423.686506611169,-3219.8065298291594,-1122.7871608913924
classical,6956.158654068614,17049.835666660238,-1223.2509871979132,-9836.2545217189,-3206.3462277682897,-1490.0801264087736,-4128.534268467005,-7786.072888401864,-9377.852293841539,-5790.665409560727,-3511.515866643962,-832.0485145441052
classical,7124.791542860002,16913.89485583856,-1125.1658469461881,-8293.742638116617,-3248.1137541745015,-3471.2398467465346,-4729.873980363444,-7031.915423083763,-9556.94990022042,-6317.65690389704,-2856.0050060967806,-1296.9773446718855
classical,-2594.115842772287,-2240.401317892347,4829.113865726168,-2691.770468145498,164.23893947372306,650.4581803842882,1571.31386629075,864.181780482111,228.03867918346722,1998.6060420378021,-563.8797054685359,1693.2899708649268
classical,4008.842140647498,4862.077485341408,641.1980043434767,-8454.772301232015,-2927.579590423076,-2013.5839893187044,-2549.7740023770616,-3316.005501301889,-2281.359831014843,-505.09366384910595,-4343.041749085806,-240.26864433223898
classical,5146.679842078481,9587.809651588175,-3438.4497745623535,-6567.041187339093,-469.7611544321301,-2995.2976383541727,-5492.232776093589,-4279.36030130646,-4305.36639693806,-2154.9344271052278,-4946.919111756712,-505.3057532798168
classical,4661.818971340657,7641.403640489425,-2063.7274806776977,-5245.377918139339,2053.7824523211953,-1609.9176048361778,-4884.527538979722,-4566.917095338606,-4222.658664716846,-2440.661046217524,-4911.100403388854,-831.1263358109557
classical,5162.0116657721155,9265.519424490476,-6368.26341488214,-5740.603566975022,2635.077963570048,-3468.5201722306515,-6453.586217942281,-4628.464512233838,-3677.297211516353,-3167.693303924157,-4755.735946440316,998.6901340718413
classical,6129.733671256106,8187.712091952526,-8252.575900237887,-2880.630574738344,2627.446375038218,-1038.7049854589318,-3753.7171797949673,-1343.8549649908052,-2051.675537013511,-22.23569304827681,256.54225584978343,3515.395148334762
classical,6678.307291767506,4837.341114090169,-10033.808156632495,-2051.4590583817594,1010.0388417082171,-472.76478659039293,-4535.715644542759,-1215.945080275577,-1585.9123101252933,996.2109248378188,-424.70331571792843,2837.871302252588
classical,7317.015547816439,10512.963354361787,-7397.309404500196,-4785.660002857353,-3560.2969006587514,-4252.911314797928,-8527.180946646104,-2105.413221227692,-3511.8023768485414,-1576.1605799911472,-1879.1037830787304,923.8502143616471
classical,7035.959123067495,10804.400873259212,-6401.611614483036,-5008.050695793181,-1809.5247635038345,-4399.853845352932,-6603.807413055142,-2612.258470954445,-3698.6841160677623,-1351.1180154699327,-1866.7173546830318,2047.9700177625477
classical,6969.544893226703,8408.603830620603,-10577.385993716038,-8490.528413056138,-133.36144197559562,-3428.8484428307793,-2574.768227674321,539.4554741917966,1342.1872702871062,1599.3293160528574,1499.770280724697,1672.7300579884986
classical,7737.887722141171,9114.722318413145,-13101.156912027429,-1202.0799186077797,-6137.953322637291,-1602.1721444890318,-7262.637332674658,-2716.847144680738,-6070.244635421362,-1376.2115435992696,-3176.661088202034,-866.1569633417668
classical,7395.770851786842,13279.874639455158,-10873.378290105687,-3839.51559171092,-3648.248736611523,-2832.7397465272716,-4413.892344721896,-4157.987734530285,-6500.568263423073,-1245.8543070608448,-1343.6592655220873,-1199.554215086882
classical,7445.186098615792,10027.220462549101,-12474.672503796684,-751.1761649429319,-5167.75890664343,-1240.1538018118363,-8591.620158481595,-3320.9044053897337,-7680.375944848697,-2269.519369526907,-2507.31335582611,702.4068792076206
classical,7396.465583261308,10821.017039675695,-12110.422403520484,-1567.444738643835,-4808.579236044535,-511.93764375931784,-7664.711207303433,-4578.903706737193,-8386.375314925886,-3710.3182484322533,-3946.808570994236,-571.9265477230647
classical,7553.876059966921,9137.846206604496,-13025.650897976728,-1429.2361716845587,-6186.445832873811,-641.2626594177649,-8716.252121150877,-3333.344339679992,-6401.784371194311,-2288.174535296653,-4284.153598100176,-1058.2763085760105
classical,5404.818953211397,9627.48742933729,-885.9990374443263,-5290.297359016642,1740.5813053130316,1825.1227436153915,-2902.9855800316873,-2767.53931892714,-3431.05894732646,446.3600277085955,-1745.0714925664681,-478.70685326982283
classical,5510.101501672125,11414.869909728517,-656.4202327764068,-6999.919083509003,1028.7222409322358,482.42921357125846,-5418.940709453651,-4560.987953110589,-6048.887836333695,-1561.8069984328172,-1761.9306907929713,-739.5470499949372
classical,4537.281878878353,4731.326890077624,1874.1955180519892,-944.0620038215358,2617.0829861134084,1539.0427071445943,-1298.153093319497,-2512.5066064881353,-4558.477766348401,746.8534529705681,-1553.7177698839262,-1274.1499570868946
classical,6197.808310350517,8778.201445504663,-8023.404364751712,-3700.596441225813,-850.0802242885072,2031.118895186155,-6304.575028371107,-4359.178361534808,-5988.691630523483,-4663.666054219975,-3411.412912803167,-1570.6251252683633
classical,5840.920388877425,8709.08600772602,-6454.6791305432735,-3937.66482483627,288.4362112615848,2474.1023325167125,-4143.4903377092605,-3111.723389153321,-4448.810925456657,-462.07566798206,-2607.53096979072,-2947.9582725224845
classical,4896.037079022149,10564.575855944246,8376.559128084189,-3057.294625726557,-7822.699757952319,-9470.045532395136,-8740.545356007447,-7299.430589689634,-6823.152120611276,-4034.9369452850565,-1792.4779104761017,2453.1934825511653
classical,5784.749334410802,4993.467271964516,-10097.684484377487,-3362.7128088808863,-5563.9323223396295,-5021.212994457592,-8510.68363017861,-6950.076670326719,-6317.121196503467,-2781.3992172198414,-1501.8912901602198,-2215.7593626956636
classical,6029.441342203365,8406.098836285344,-7523.367671247494,-4709.603887007641,-3921.284802816499,-4806.713154903587,-9445.99201837611,-6186.1473593878345,-4733.2950933277325,-3676.0666001426284,-2765.566617256096,-1015.108167079211
classical,6083.980314686628,10088.230207897082,502.71113700648493,-3898.0480865233335,-8360.114556992214,-9452.701948235019,-9397.908257800998,-7026.138101735781,-7897.619773921109,-4553.877258706924,-2196.6086656639554,-129.7375784065594
classical,5942.727127992299,6221.121030185437,-10886.718272418284,-3884.1896753697733,-3529.3777950166436,-2269.695908820773,-7856.418928165051,-5607.233852660139,-5710.080642048276,-3293.1939904004203,-3068.460832783343,-3974.2129012620285
classical,6754.0292900712,8601.315108175198,-2095.711628376917,-9781.837053144516,-9821.502945435872,-3439.851192004969,-9982.34177575714,-3016.2873463623882,-4604.514809667089,51.7603373254542,338.3833203589579,-3942.738391586962
classical,6100.553356296232,8160.170608588174,-4463.580704753012,-6446.612655724614,1828.5661658477932,-355.76576397379074,-5117.457381714685,-4390.1307558457975,-6122.866238906278,-2138.606969766276,-942.6841308563301,940.3273339798799
classical,6376.512985344261,9745.683879646318,-5693.687513114431,-4081.8011870929195,2595.9003598532445,-1060.9199067898214,-4559.648368641806,-2959.8411624180217,-3826.745971115577,-3840.881900042199,-4383.312872798136,-2305.9661381667083
classical,6492.792969431264,9534.024838766836,-1942.1433049782668,-6444.28179558522,-4887.884514288688,-3252.6654457120844,-7571.267144145397,-69.74483707378704,-1089.584603350521,-2131.9334215055605,-3523.023021109712,-3173.0068742929943
classical,6766.576878175878,6692.103407366365,-5154.489667667945,-9906.747734544613,-9309.3214375925,-2679.550594955582,-7923.944405418593,1407.188129519242,-1223.3869911607876,-1933.103347836929,-4096.587725547119,-3438.4411923751463
classical,6952.871286794869,1425.8323587584437,-15160.233852770687,-620.9397838933251,-2167.7316584647833,708.3990352796998,-6288.178144517003,-4356.084798037016,-1710.1070971799543,1186.3073065375208,1274.5797101161081,5850.605291058189
classical,7281.492348837063,4064.3065780706256,-14040.073670389615,994.9641847844837,-1696.659800710964,-1119.694445706338,-6501.050720930439,-3641.9686262277655,-2322.4953774897413,-934.9591924810569,-1806.8328273020177,3144.346441908063
classical,6892.761778299901,5156.468110072781,-11840.366937925057,-1921.5657731835327,-647.829964053533,-3007.7109070050265,-4807.276561985358,-4536.029852800204,-4422.724066045692,-587.7618101030148,-3050.5879253468675,3895.6658029763453
classical,7155.547572200462,3875.0359432493024,-13133.56617787667,-632.8037791886779,-4034.1161600109813,-1876.9391642374708,-7601.592631921857,-4290.6815142590085,-2423.2650012885592,-471.5761958395983,-345.8762488210375,3993.5141274877406
classical,7056.726993899118,3496.012140701568,-14177.742184043676,-2624.6662110013463,-1132.776108786337,-2912.6803832546716,-6170.494209291951,-3268.2816423277363,100.48827060827622,1254.9182675970237,-595.1805280025039,6070.025097875433
classical,5920.890783567049,6938.64232398005,246.72091902530033,-5792.124374128546,-743.893053016531,-3622.5269122375275,-2268.451678786089,-2226.21442780015,-1329.8734212067964,878.356028145714,56.74351989309315,853.05082846342
classical,6221.682326607654,7573.393442413287,-3365.081043904389,-7691.381871392566,-2055.6614119681612,-4712.822641753071,-3589.36325390302,-3875.566730486102,-2058.8790001121793,-299.6747646854282,-1010.0937925167597,625.5763435045279
classical,6519.107033618823,8698.839309216442,-3255.723389180061,-5862.838425299191,-1868.7379043148428,-4087.5084124609452,-4206.601053899809,-6120.6535298543,-4038.5026645459584,-1415.3478900016205,-1076.7305011377434,2144.7850011386568
classical,6884.526175203048,9134.7964806443,-5539.358276023212,-5427.234371122269,-2663.792501365416,-4357.9136990673815,-4085.597095242742,-5555.594294732743,-3684.97049075006,-1707.1405800911764,-2441.9042373126545,-326.4065898473528
classical,7837.48640203181,8588.612371590396,-10911.480017764907,-4055.2903929924805,-2660.2710372680663,-1111.087588177768,-2618.6984351531655,-2865.200005303908,-3532.3132756754812,-581.0630553769968,-3020.84829067826,150.1006744553244
classical,5986.881097607152,1870.5726201275952,-7931.236771081111,-10398.445741117554,-3661.4690797420517,-2957.177658708955,-910.464592518378,2081.6156927287434,-2471.116752154715,-2579.1952843403415,-1217.411522864128,1541.5492657375569
classical,6920.333105654211,2819.9324970586554,-10040.754704179793,-5887.181244852661,-6621.2599400286745,-3279.688312668625,-2276.1337978484944,3635.8796379595633,-2244.0150386454306,-1886.1118387140493,-2983.0828047127657,-1297.376539095124
classical,6156.403357573627,4400.439604494347,-3970.0402865846872,-6445.044907973364,-4532.244330765497,-5679.964050359816,-6586.400540899315,-3654.7160968673493,-5567.0567946753345,-4203.515111251106,-2518.2699527920363,892.4023266220273
classical,7244.744893879085,5418.053629665567,-11408.060359592784,-6954.890181755574,-5177.506493236401,-5996.2123792780285,-5508.859674342906,-3180.3124028588786,-5558.078386809452,-5086.033593920521,-3615.7790955328583,1809.7980597408541
classical,7488.60817743827,9473.721730742156,-11887.748464946199,-14023.768456275679,-3753.0462917830887,-4959.401741041929,-4454.046149341733,-3238.775081737477,-7589.255384376138,-5470.498362809484,-2688.274229669503,1585.2233226198646
classical,6801.4380566485415,5926.4987968170735,-12499.159388943084,-10074.629014298087,-3037.046710784957,-1747.698331074217,-3351.75096833687,-1937.7873921755295,-3031.3719493915873,-3658.835691410392,-2181.7326892560923,1473.961528760372
