genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31
classical,2172851.0,855403.0,453800.0,283603.0,143736.0,164322.0,93477.0,44810.0,59933.0,23596.0,36762.0,17276.0,19809.0,18617.0,10074.0,12790.0,8426.0,8048.0,7089.0,5845.0,6078.0,3780.0,5380.0,3540.0,4223.0,2039.0,1705.0,1210.0,1242.0,194.0,184.0,180.0
classical,149046.0,253955.0,74367.0,70787.0,31022.0,12981.0,10782.0,5427.0,3937.0,2423.0,1559.0,1547.0,1204.0,1293.0,1192.0,1348.0,1703.0,1269.0,994.0,649.0,716.0,541.0,512.0,400.0,388.0,352.0,382.0,332.0,500.0,243.0,163.0,161.0
classical,1362163.0,644883.0,516470.0,223491.0,208879.0,134014.0,66300.0,50392.0,35478.0,22842.0,20500.0,13855.0,7878.0,7925.0,6720.0,5741.0,5052.0,4386.0,3793.0,2962.0,2193.0,1992.0,1592.0,1315.0,635.0,475.0,507.0,391.0,538.0,364.0,305.0,305.0
classical,1170530.0,739455.0,668614.0,305069.0,254864.0,178646.0,70227.0,58359.0,44308.0,22244.0,22470.0,15436.0,8760.0,9229.0,8073.0,6148.0,5170.0,4607.0,3969.0,2754.0,2378.0,2169.0,1813.0,1241.0,740.0,437.0,431.0,402.0,519.0,371.0,324.0,323.0
classical,269264.0,237933.0,139807.0,66620.0,47359.0,35371.0,12498.0,8820.0,5149.0,2760.0,2825.0,1971.0,1398.0,1479.0,1147.0,1174.0,1691.0,1187.0,849.0,664.0,657.0,582.0,539.0,428.0,407.0,380.0,395.0,361.0,558.0,351.0,264.0,267.0
classical,169620.0,93552.0,83810.0,51109.0,30047.0,18965.0,11109.0,5389.0,3037.0,2036.0,1678.0,1135.0,870.0,872.0,759.0,681.0,669.0,582.0,563.0,519.0,494.0,489.0,510.0,454.0,441.0,439.0,436.0,429.0,614.0,407.0,333.0,328.0
classical,4102303.0,2316248.0,1577039.0,1082921.0,598337.0,468924.0,292063.0,170611.0,173838.0,143191.0,98442.0,99506.0,85105.0,54143.0,41089.0,30295.0,27047.0,23795.0,23038.0,16680.0,14851.0,12530.0,9326.0,8449.0,6093.0,4555.0,3710.0,3025.0,2230.0,1876.0,1868.0,1860.0
classical,2003139.0,1252499.0,862900.0,603021.0,326620.0,212480.0,171748.0,88385.0,75198.0,67742.0,48494.0,36530.0,31356.0,25274.0,17406.0,17549.0,14440.0,13039.0,10693.0,9192.0,7431.0,6619.0,5582.0,4222.0,3636.0,3060.0,2687.0,2465.0,2489.0,2344.0,2330.0,2330.0
classical,4307628.0,1877104.0,850280.0,795611.0,399328.0,301346.0,191301.0,121048.0,97770.0,71456.0,61476.0,50309.0,40114.0,33973.0,27145.0,20429.0,18283.0,14053.0,12386.0,11650.0,9810.0,8505.0,7761.0,6516.0,5126.0,4050.0,2848.0,2130.0,1330.0,792.0,789.0,784.0
classical,2354179.0,950661.0,529728.0,493379.0,287971.0,232484.0,162868.0,97136.0,80807.0,57490.0,51706.0,39645.0,35505.0,30538.0,23616.0,19583.0,16536.0,13513.0,11696.0,11160.0,9085.0,8890.0,7932.0,6320.0,6157.0,4958.0,4385.0,4305.0,3801.0,3540.0,3521.0,3510.0
classical,4681582.0,2601277.0,1559947.0,1007305.0,594552.0,483106.0,317117.0,209207.0,158801.0,147479.0,106749.0,89670.0,71178.0,62264.0,46394.0,36916.0,29876.0,24480.0,21814.0,19619.0,15965.0,14955.0,11437.0,11323.0,8959.0,6616.0,4568.0,3762.0,1827.0,1054.0,1049.0,1046.0
classical,1094651.0,1321863.0,862260.0,697456.0,379457.0,253893.0,144735.0,102686.0,92818.0,65005.0,54038.0,38396.0,33997.0,25809.0,19714.0,18792.0,13376.0,11026.0,10832.0,8611.0,7707.0,7906.0,5605.0,6013.0,4803.0,4045.0,3840.0,2864.0,1906.0,1094.0,1085.0,1085.0
classical,990604.0,972039.0,796791.0,557423.0,385479.0,282459.0,114013.0,114802.0,84213.0,57503.0,57342.0,37842.0,38359.0,28844.0,19999.0,16570.0,13727.0,11077.0,10114.0,9822.0,12503.0,11184.0,6333.0,6508.0,4977.0,4319.0,3960.0,3339.0,2279.0,1108.0,1103.0,1100.0
classical,957966.0,2160875.0,1197801.0,1154591.0,753635.0,410007.0,263846.0,184395.0,212940.0,111340.0,98331.0,79033.0,62760.0,44002.0,38244.0,28218.0,24751.0,20876.0,16452.0,14392.0,13134.0,13305.0,9747.0,10195.0,8804.0,6860.0,5645.0,4704.0,3008.0,1273.0,1268.0,1260.0
classical,1127586.0,1070913.0,820568.0,656951.0,385615.0,249250.0,157122.0,103872.0,99761.0,71863.0,48279.0,35951.0,33231.0,25260.0,20029.0,16478.0,13660.0,12569.0,10454.0,9078.0,7966.0,6939.0,6397.0,5447.0,4613.0,3731.0,3943.0,2845.0,1438.0,539.0,528.0,522.0
classical,531979.0,568913.0,319926.0,270247.0,140830.0,78992.0,47362.0,48161.0,42309.0,24429.0,15336.0,15205.0,13411.0,10414.0,9666.0,6508.0,5364.0,4253.0,4283.0,4239.0,3143.0,2909.0,2594.0,2517.0,2323.0,2012.0,2007.0,1861.0,1572.0,214.0,193.0,189.0
classical,6258252.0,6549412.0,2599517.0,1925296.0,1607457.0,973887.0,599334.0,395228.0,333654.0,311962.0,255454.0,207103.0,165261.0,117227.0,85206.0,66696.0,50558.0,46317.0,36611.0,30715.0,22668.0,19038.0,16407.0,14775.0,12621.0,12185.0,9128.0,6980.0,5520.0,4063.0,4013.0,4003.0
classical,6416908.0,4974871.0,3421569.0,2321992.0,1663376.0,999597.0,573825.0,349209.0,320924.0,307153.0,276769.0,201632.0,163525.0,123585.0,85513.0,67315.0,50693.0,43576.0,36073.0,28169.0,21360.0,19602.0,17025.0,13606.0,11999.0,10041.0,7673.0,6087.0,3833.0,1790.0,1775.0,1768.0
classical,5269513.0,7961239.0,3446079.0,2090186.0,1913910.0,1380065.0,849388.0,707578.0,669104.0,651712.0,561414.0,529267.0,384644.0,397481.0,320824.0,281021.0,184675.0,192070.0,147549.0,135870.0,142860.0,120974.0,104195.0,84432.0,83602.0,81800.0,76324.0,71226.0,47428.0,2093.0,769.0,767.0
classical,5534379.0,4970803.0,2984150.0,2102464.0,1686646.0,858550.0,617362.0,389301.0,365388.0,315797.0,263313.0,235148.0,172210.0,162851.0,110275.0,92216.0,67723.0,59376.0,46289.0,35766.0,29608.0,25022.0,21882.0,22085.0,16378.0,14771.0,13153.0,10487.0,7868.0,1077.0,990.0,991.0
classical,502666.0,124909.0,62540.0,47100.0,36460.0,32767.0,31299.0,34321.0,41499.0,41219.0,42571.0,44903.0,45688.0,38338.0,38007.0,31893.0,24672.0,19479.0,15843.0,11609.0,8624.0,6705.0,5521.0,4462.0,3865.0,3771.0,2929.0,2883.0,2448.0,390.0,229.0,228.0
classical,4336836.0,2697176.0,3264767.0,2529681.0,2479610.0,2362099.0,1989801.0,1620484.0,1347962.0,1106767.0,1082678.0,849759.0,727956.0,660732.0,624714.0,619513.0,486805.0,435972.0,438267.0,297011.0,225135.0,139987.0,108717.0,86200.0,62445.0,52350.0,40140.0,26012.0,15950.0,1628.0,1408.0,1410.0
classical,4395152.0,2160788.0,2143706.0,1736209.0,1507320.0,1373167.0,1448778.0,1000842.0,898655.0,576596.0,552674.0,525250.0,402797.0,311231.0,346251.0,258083.0,257298.0,201820.0,162316.0,140236.0,95963.0,78903.0,49999.0,50451.0,35991.0,29409.0,20796.0,10728.0,6264.0,2735.0,2725.0,2720.0
classical,4538946.0,1978819.0,1537554.0,1230662.0,846082.0,626878.0,561579.0,484352.0,352229.0,303842.0,252971.0,203155.0,173874.0,137234.0,113059.0,98095.0,84253.0,68658.0,52438.0,37611.0,27499.0,18796.0,14771.0,11002.0,7315.0,5101.0,2310.0,1292.0,836.0,834.0,832.0,829.0
classical,4473954.0,1845703.0,1498042.0,1152955.0,814283.0,653141.0,589002.0,470163.0,366017.0,299352.0,244002.0,199138.0,167770.0,131006.0,112692.0,97777.0,81982.0,67225.0,49953.0,37157.0,26088.0,18278.0,13431.0,10774.0,7085.0,4609.0,2250.0,777.0,639.0,636.0,632.0,629.0
classical,4740700.0,1966034.0,1568056.0,1167129.0,858327.0,693889.0,612803.0,492276.0,370875.0,297135.0,241591.0,208670.0,174405.0,132966.0,120268.0,103386.0,83615.0,68157.0,53821.0,39733.0,27278.0,19449.0,13614.0,11121.0,7240.0,5139.0,2512.0,961.0,262.0,240.0,244.0,239.0
classical,5850660.0,2838186.0,1780745.0,1332029.0,894425.0,674059.0,433632.0,332145.0,304352.0,252178.0,217688.0,196859.0,160434.0,101095.0,95617.0,78251.0,80961.0,57585.0,47488.0,40011.0,35651.0,25297.0,18110.0,18749.0,17428.0,14705.0,11337.0,8705.0,6572.0,687.0,568.0,568.0
classical,4407141.0,2314870.0,1597655.0,1287412.0,934638.0,673721.0,399238.0,320512.0,276849.0,244866.0,195689.0,140781.0,123521.0,93898.0,85680.0,73571.0,63448.0,48191.0,38269.0,34665.0,30964.0,25179.0,19624.0,17456.0,18003.0,13953.0,10270.0,7784.0,5087.0,3731.0,3715.0,3706.0
classical,3563155.0,1703870.0,1113682.0,959698.0,599669.0,506327.0,290077.0,222963.0,159270.0,133832.0,118397.0,86635.0,63668.0,53972.0,51423.0,42411.0,33519.0,25350.0,22596.0,19339.0,17853.0,16822.0,12201.0,12174.0,10500.0,8488.0,7048.0,5257.0,4063.0,3104.0,3090.0,3082.0
classical,3781348.0,2415140.0,1658941.0,1334608.0,979472.0,766128.0,473273.0,362334.0,296275.0,229783.0,182820.0,160897.0,104958.0,101807.0,71566.0,74411.0,51062.0,47432.0,32784.0,33117.0,28720.0,29967.0,18823.0,17061.0,17461.0,12575.0,10204.0,7925.0,6679.0,2728.0,2705.0,2697.0
classical,3168441.0,2231878.0,1624527.0,1145063.0,990809.0,679788.0,413699.0,318873.0,295061.0,207741.0,186703.0,142468.0,94844.0,95245.0,64425.0,72320.0,48834.0,47146.0,31559.0,33663.0,24520.0,32272.0,18963.0,17156.0,17879.0,12509.0,9550.0,7513.0,5601.0,2223.0,2200.0,2198.0
classical,568985.0,298441.0,202878.0,146427.0,77638.0,47252.0,27000.0,16360.0,11867.0,8362.0,7705.0,6417.0,4273.0,3976.0,3186.0,3439.0,2666.0,2144.0,1989.0,1530.0,1277.0,1081.0,965.0,846.0,710.0,563.0,472.0,458.0,420.0,202.0,199.0,199.0
classical,749754.0,488739.0,221944.0,145538.0,60638.0,37602.0,21739.0,9945.0,8049.0,5818.0,5535.0,3982.0,3007.0,2866.0,2451.0,2566.0,2537.0,1991.0,1552.0,1232.0,1089.0,1011.0,917.0,777.0,635.0,558.0,585.0,493.0,463.0,360.0,359.0,358.0
classical,749711.0,602556.0,272646.0,145141.0,65701.0,34422.0,20056.0,11485.0,8347.0,6110.0,4842.0,4437.0,3439.0,2796.0,2885.0,3050.0,3395.0,2384.0,1920.0,1318.0,1170.0,1127.0,1057.0,859.0,687.0,604.0,591.0,546.0,513.0,446.0,442.0,439.0
classical,825437.0,440059.0,232737.0,119278.0,59476.0,35516.0,16626.0,8203.0,6790.0,4442.0,3914.0,3494.0,2502.0,2257.0,1995.0,2144.0,2040.0,1585.0,1392.0,1126.0,1025.0,893.0,868.0,746.0,593.0,525.0,491.0,450.0,404.0,320.0,319.0,317.0
classical,552777.0,329498.0,224167.0,156980.0,73042.0,48686.0,26104.0,16043.0,11807.0,8196.0,7933.0,6417.0,4215.0,3692.0,3417.0,3503.0,3203.0,2375.0,2022.0,1487.0,1229.0,1077.0,1021.0,817.0,750.0,665.0,534.0,487.0,378.0,191.0,186.0,183.0
classical,295667.0,39687.0,14602.0,8755.0,6073.0,3768.0,3280.0,2568.0,2164.0,2158.0,2109.0,1898.0,1899.0,1380.0,1565.0,1327.0,871.0,988.0,845.0,821.0,737.0,697.0,871.0,679.0,594.0,589.0,651.0,555.0,523.0,171.0,154.0,152.0
classical,387403.0,42954.0,17717.0,12551.0,6379.0,5453.0,4185.0,3792.0,2839.0,2646.0,2436.0,2465.0,2269.0,2038.0,1697.0,1391.0,1272.0,1034.0,1098.0,908.0,876.0,872.0,964.0,749.0,668.0,674.0,654.0,659.0,577.0,187.0,168.0,166.0
classical,396561.0,114003.0,99092.0,76980.0,38785.0,31468.0,23644.0,10876.0,8450.0,6167.0,6178.0,5378.0,4821.0,4103.0,3518.0,2637.0,2410.0,2245.0,1890.0,1989.0,1653.0,1557.0,1391.0,1152.0,966.0,924.0,982.0,733.0,743.0,364.0,347.0,351.0
classical,436812.0,172753.0,137971.0,72636.0,37294.0,38798.0,16649.0,11323.0,9700.0,6784.0,6381.0,5489.0,4594.0,4027.0,3239.0,2987.0,2443.0,2084.0,2092.0,1713.0,1685.0,1534.0,1397.0,1084.0,980.0,942.0,1077.0,942.0,727.0,357.0,350.0,351.0
classical,503787.0,182951.0,139280.0,90345.0,55335.0,38097.0,27321.0,13201.0,10745.0,7696.0,7388.0,6526.0,5194.0,4642.0,3578.0,3181.0,2557.0,2364.0,2272.0,1835.0,1790.0,1771.0,1553.0,1192.0,1049.0,949.0,1128.0,949.0,720.0,234.0,209.0,208.0
classical,77394.0,6597.0,1557.0,698.0,566.0,513.0,473.0,452.0,439.0,422.0,406.0,407.0,397.0,394.0,386.0,382.0,377.0,371.0,369.0,357.0,349.0,348.0,337.0,327.0,319.0,312.0,314.0,305.0,298.0,170.0,167.0,166.0
classical,119004.0,11336.0,2371.0,960.0,745.0,634.0,569.0,543.0,506.0,493.0,467.0,457.0,444.0,436.0,435.0,429.0,417.0,413.0,406.0,392.0,396.0,384.0,367.0,370.0,355.0,347.0,346.0,336.0,326.0,203.0,193.0,195.0
classical,221744.0,31596.0,3806.0,1309.0,934.0,784.0,689.0,634.0,599.0,557.0,526.0,516.0,499.0,477.0,474.0,461.0,451.0,430.0,433.0,427.0,415.0,414.0,399.0,389.0,374.0,370.0,365.0,361.0,345.0,233.0,223.0,224.0
classical,198675.0,24664.0,3063.0,1345.0,958.0,801.0,719.0,664.0,604.0,563.0,548.0,523.0,498.0,493.0,477.0,463.0,449.0,442.0,430.0,422.0,420.0,417.0,401.0,389.0,376.0,368.0,372.0,362.0,347.0,236.0,229.0,227.0
classical,183379.0,38052.0,5252.0,2818.0,1254.0,602.0,581.0,539.0,544.0,486.0,471.0,455.0,443.0,439.0,424.0,424.0,414.0,404.0,405.0,396.0,381.0,378.0,379.0,363.0,351.0,337.0,336.0,337.0,322.0,189.0,184.0,178.0
classical,334749.0,128251.0,24912.0,6101.0,2662.0,1474.0,1002.0,728.0,593.0,527.0,469.0,450.0,430.0,398.0,370.0,360.0,350.0,342.0,340.0,327.0,324.0,316.0,316.0,314.0,305.0,306.0,301.0,295.0,290.0,181.0,176.0,177.0
classical,293417.0,133454.0,31778.0,7695.0,3355.0,1777.0,1223.0,890.0,670.0,579.0,507.0,474.0,438.0,421.0,389.0,374.0,359.0,345.0,334.0,325.0,317.0,312.0,312.0,302.0,309.0,305.0,302.0,301.0,289.0,177.0,171.0,171.0
classical,518493.0,347243.0,121005.0,32091.0,13762.0,4943.0,3140.0,2063.0,1603.0,1452.0,1204.0,1113.0,1030.0,962.0,884.0,836.0,792.0,751.0,722.0,701.0,677.0,660.0,646.0,625.0,610.0,601.0,593.0,584.0,576.0,540.0,539.0,534.0
classical,1462875.0,755835.0,358616.0,142353.0,71105.0,24147.0,15444.0,7857.0,4829.0,3584.0,2208.0,1972.0,1667.0,1465.0,1321.0,1188.0,1103.0,1039.0,982.0,921.0,874.0,835.0,813.0,765.0,741.0,724.0,716.0,699.0,686.0,676.0,675.0,671.0
classical,628562.0,124739.0,30869.0,14318.0,7113.0,4818.0,3973.0,3389.0,2969.0,2699.0,2446.0,2257.0,2090.0,1951.0,1841.0,1743.0,1670.0,1598.0,1524.0,1482.0,1429.0,1386.0,1350.0,1326.0,1293.0,1270.0,1255.0,1230.0,1233.0,1208.0,1196.0,1199.0
classical,839497.0,158200.0,62019.0,12919.0,4839.0,2671.0,1926.0,1638.0,1471.0,1315.0,1199.0,1096.0,1025.0,974.0,916.0,893.0,863.0,818.0,792.0,779.0,767.0,745.0,746.0,719.0,709.0,707.0,690.0,698.0,682.0,580.0,573.0,573.0
classical,1422682.0,325607.0,150438.0,37590.0,9410.0,5896.0,2667.0,1208.0,999.0,727.0,693.0,596.0,552.0,527.0,518.0,516.0,520.0,499.0,489.0,498.0,486.0,475.0,500.0,475.0,469.0,465.0,470.0,456.0,427.0,225.0,229.0,226.0
classical,1887403.0,424656.0,186360.0,57678.0,17734.0,9225.0,3567.0,1749.0,1497.0,902.0,826.0,664.0,616.0,585.0,535.0,543.0,526.0,520.0,516.0,512.0,516.0,501.0,517.0,484.0,481.0,467.0,471.0,445.0,405.0,252.0,249.0,249.0
classical,2053755.0,487251.0,239490.0,88989.0,29348.0,17273.0,8615.0,5553.0,4878.0,3932.0,3641.0,3145.0,2899.0,2710.0,2556.0,2427.0,2306.0,2216.0,2126.0,2052.0,1984.0,1935.0,1885.0,1841.0,1784.0,1762.0,1735.0,1715.0,1687.0,1656.0,1656.0,1646.0
classical,2504766.0,684888.0,305022.0,139986.0,33413.0,27863.0,18763.0,8896.0,7578.0,4983.0,4481.0,3645.0,3318.0,3081.0,2883.0,2744.0,2623.0,2499.0,2407.0,2310.0,2243.0,2179.0,2143.0,2058.0,2016.0,1990.0,1948.0,1919.0,1902.0,1878.0,1868.0,1864.0
classical,20763.0,5543.0,2467.0,1752.0,949.0,667.0,498.0,473.0,432.0,412.0,401.0,383.0,376.0,355.0,346.0,343.0,324.0,338.0,329.0,319.0,321.0,318.0,377.0,322.0,312.0,315.0,317.0,315.0,305.0,147.0,138.0,135.0
classical,89960.0,27383.0,13604.0,9490.0,5322.0,3231.0,2420.0,2152.0,1610.0,1360.0,1275.0,1028.0,924.0,778.0,654.0,556.0,529.0,524.0,466.0,450.0,433.0,425.0,502.0,404.0,403.0,402.0,406.0,405.0,391.0,176.0,164.0,163.0
classical,308355.0,120913.0,57109.0,45930.0,24535.0,13736.0,8810.0,3884.0,3121.0,2113.0,1648.0,1397.0,1180.0,1038.0,884.0,813.0,714.0,647.0,613.0,545.0,502.0,494.0,544.0,460.0,447.0,446.0,406.0,403.0,369.0,189.0,182.0,183.0
classical,231136.0,61799.0,32418.0,25068.0,14142.0,8276.0,4549.0,2342.0,1793.0,1352.0,1218.0,991.0,854.0,772.0,683.0,643.0,573.0,539.0,506.0,470.0,443.0,435.0,492.0,416.0,414.0,399.0,395.0,397.0,381.0,169.0,164.0,160.0
classical,300610.0,88516.0,49184.0,39920.0,22386.0,17234.0,7609.0,3818.0,2748.0,1967.0,1785.0,1366.0,1126.0,1013.0,850.0,777.0,741.0,671.0,630.0,599.0,580.0,559.0,627.0,532.0,526.0,516.0,507.0,503.0,482.0,366.0,361.0,362.0
classical,729302.0,267448.0,147448.0,166047.0,76148.0,67012.0,46618.0,17218.0,11486.0,10568.0,9171.0,5860.0,4041.0,4049.0,3203.0,2443.0,2507.0,2442.0,2147.0,1956.0,1624.0,1490.0,1467.0,1412.0,1304.0,1096.0,1114.0,1129.0,912.0,185.0,166.0,169.0
classical,907541.0,518570.0,314294.0,301217.0,158198.0,141095.0,89140.0,42084.0,28013.0,34431.0,19957.0,18475.0,11837.0,11126.0,7784.0,8049.0,7244.0,6951.0,5342.0,5483.0,4908.0,3815.0,3702.0,4101.0,3610.0,2653.0,3402.0,2708.0,1842.0,212.0,163.0,164.0
